index,C00,C01,C02,C03,C04,C05,C06,C07,C08,C09,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C28,C29,C30,C31,C32,C33,C34,C35,C36,C37,C38,C39,C40,C41,C42,C43,C44,C45,C46,C47,C48,C49,C50,C51,C52,C53,C54,C55,C56,C57,C58,C59,C60,C61,C62,C63,C64,C65,C66,C67,C68,C69,C70,C71,C72,C73,C74,C75,C76,C77,C78,C79,C80,C81,C82,C83,C84,C85,C86,C87,C88,C89,C90,C91,C92,C93,C94,C95,C96,C97,C98,C99
0,25.9712,37.6197,20.1979,37.8617,25.9537,33.2808,24.8152,36.6897,27.7699,28.3681,38.8613,28.2082,20.5884,38.2055,29.1711,27.9074,25.5411,21.2792,25.1139,26.9926,21.1006,34.3898,37.6457,31.2402,24.8957,20.4866,29.2372,37.6606,39.7415,22.6659,22.1985,35.9169,27.5147,39.8688,37.9701,36.4684,27.1695,33.6735,25.2208,25.1185,37.7536,30.9959,32.3120,35.8670,37.2884,25.2149,38.9318,27.2469,37.2921,37.8006,26.5221,22.0147,38.9819,25.6783,38.0108,21.3764,36.3012,26.3972,23.1845,35.4246,21.8525,22.6552,37.3567,38.8047,24.5175,29.4505,34.7743,22.6486,30.1283,38.9023,23.4545,22.8491,36.4430,39.4770,29.6937,38.7514,21.4420,25.7782,23.3559,38.9659,26.7503,22.5905,32.1828,27.1009,23.3013,38.3027,36.0221,28.4693,24.6434,26.0087,39.9245,24.9150,34.3154,33.3238,30.8822,29.5165,32.1260,39.3969,33.7247,31.3502
1,25.7041,37.4832,20.4692,37.7336,25.9707,33.5803,24.8371,36.3905,27.4731,28.3250,39.0275,28.4580,20.6756,38.4926,28.8886,28.0084,25.2436,21.2408,25.3843,27.1226,21.1201,34.6892,37.3926,31.0792,25.1029,20.7036,29.1115,37.3881,39.5856,22.4096,22.4744,36.0347,27.7831,40.0028,37.7314,36.2866,27.4580,33.7555,25.1481,25.4096,37.7542,31.2959,32.1497,36.1193,37.0110,25.3294,38.6321,27.2605,37.3275,37.5027,26.2227,21.9954,38.7691,25.8898,37.8091,21.5985,36.5800,26.2863,23.4087,35.6239,21.8769,22.9542,37.1077,38.9720,24.4140,29.7320,34.5070,22.5124,30.4245,38.9498,23.7459,22.9204,36.7429,39.4703,29.7435,39.0472,21.1623,25.6698,23.0657,39.0422,26.5408,22.8052,31.9066,26.9838,23.5724,38.4314,35.7462,28.5870,24.8633,26.2127,39.9135,25.2148,34.3332,33.0244,31.1449,29.6613,31.9211,39.6160,33.4789,31.5220
2,25.4499,37.3238,20.7282,37.5824,26.0137,33.8772,24.8849,36.0944,27.1735,28.3079,39.1713,28.7213,20.7559,38.7816,28.6161,28.1337,24.9438,21.2285,25.6422,27.2758,21.1656,34.9857,37.1356,30.9244,25.3282,20.9016,29.0101,37.1058,39.4080,22.1678,22.7595,36.1281,28.0621,40.1129,37.4779,36.1263,27.7526,33.8121,25.1012,25.7059,37.7810,31.5947,31.9659,36.3565,36.7375,25.4526,38.3347,27.3001,37.3368,37.2029,25.9262,21.9500,38.5387,26.0819,37.5888,21.8021,36.8673,26.2001,23.6495,35.8028,21.9273,23.2499,36.8450,39.1170,24.3354,30.0216,34.2288,22.4000,30.7238,38.9714,24.0300,23.0167,37.0423,39.4897,29.7673,39.3463,20.8742,25.5862,22.7833,39.1435,26.3508,23.0374,31.6212,26.8912,23.8536,38.5359,35.4610,28.6802,25.0646,26.4352,39.8764,25.5125,34.3248,32.7245,31.3941,29.8284,31.6979,39.8164,33.2189,31.6719
3,25.2106,37.1430,20.9732,37.4091,26.0824,34.1692,24.9584,35.8035,26.8737,28.3170,39.2915,28.9961,20.8611,39.0625,28.3554,28.2823,24.6441,21.2424,25.8859,27.4508,21.2368,35.2772,36.8931,30.7478,25.5699,21.0793,28.9337,36.8157,39.2099,21.9425,23.0354,36.2459,28.3497,40.1983,37.2113,35.9886,28.0511,33.8429,25.0286,25.9969,37.8337,31.8900,31.7622,36.5767,36.4543,25.5515,38.0419,27.3655,37.3199,36.9034,25.6268,21.9307,38.2924,26.2531,37.3516,21.9857,37.1611,26.1393,23.9050,35.9601,22.0033,23.5401,36.5707,39.2385,24.2824,30.3168,33.9419,22.3123,31.0237,38.9668,24.3046,23.1375,37.3388,39.5352,29.8171,39.6421,20.5799,25.5281,22.4932,39.2198,26.1818,23.2853,31.3289,26.8239,24.1428,38.6155,35.1757,28.7730,25.2458,26.6743,39.8135,25.8058,34.2903,32.4265,31.6277,30.0167,31.4581,39.9967,32.9470,31.7985
4,24.9879,36.9419,21.2020,37.2152,26.1763,34.4542,25.0570,35.5202,26.5757,28.3522,39.3874,29.2804,20.9904,39.3333,28.1088,28.4530,24.3468,21.2823,26.1133,27.6464,21.3330,35.5613,36.6361,30.5931,25.8262,21.2353,28.8829,36.5200,38.9930,21.7353,23.3000,36.3873,28.6436,40.2583,36.9577,35.8283,28.3510,33.8475,24.9309,26.2806,37.8605,32.1888,31.5401,36.7783,36.1635,25.6253,37.7493,27.4316,37.3291,36.6035,25.3269,21.9375,38.0321,26.4023,37.0993,22.1480,37.4590,26.1043,24.1732,36.0945,22.1043,23.8226,36.2869,39.3356,24.2552,30.6156,33.6485,22.2499,31.3221,38.9361,24.5677,23.2817,37.6303,39.6063,29.8925,39.9325,20.2816,25.4958,22.1975,39.2705,26.0351,23.5469,31.0318,26.7823,24.4379,38.6697,34.8917,28.8696,25.4054,26.9283,39.7252,26.0925,34.2300,32.1326,31.8440,30.2245,31.2035,40.1553,32.6650,31.9009
5,24.7836,36.7223,21.4469,37.0419,26.2947,34.7298,25.1799,35.2465,26.2820,28.4132,39.4581,29.5719,21.1428,39.5917,27.8779,28.6446,24.0541,21.3480,26.3570,27.8215,21.4537,35.8359,36.3666,30.4613,26.0951,21.3683,28.8580,36.2211,38.7588,21.5477,23.5512,36.5512,28.9417,40.2925,36.7191,35.6465,28.6503,33.8259,24.8088,26.5546,37.8611,32.4888,31.3012,36.9598,35.8803,25.7242,37.4555,27.4924,37.3645,36.3056,25.0287,21.9705,37.7858,26.5736,36.8337,22.2877,37.7528,26.0435,24.4521,36.2051,22.2046,24.1053,35.9957,39.4077,24.2543,30.9156,33.3507,22.2134,31.6168,38.8795,24.8172,23.4483,37.9268,39.6517,29.9929,40.2152,19.9817,25.4896,21.8986,39.2952,25.9117,23.8203,30.7322,26.7667,24.7365,38.6979,34.6172,28.9906,25.5822,27.1707,39.6123,26.3705,34.1443,31.8451,32.0414,30.4504,30.9360,40.2912,32.3752,31.9783
6,24.5609,36.5212,21.6758,36.8479,26.4367,34.9941,25.3262,34.9846,25.9947,28.4996,39.5031,29.8685,21.2721,39.8624,27.6646,28.8556,23.7682,21.4389,26.6150,27.9746,21.5979,36.0990,36.0866,30.3535,26.3514,21.5242,28.8593,35.9211,38.5092,21.3813,23.7872,36.7365,29.2416,40.3005,36.4972,35.4446,28.9465,33.7783,24.6633,26.8170,37.8355,32.7877,31.0475,37.1198,35.6067,25.8474,37.1682,27.5786,37.4257,36.0119,24.7345,22.0293,37.5553,26.7657,36.5654,22.4218,38.0402,25.9573,24.7395,36.2909,22.3292,24.3783,35.6993,39.4540,24.2795,31.2146,33.0509,22.2029,31.9053,38.7975,25.0512,23.6360,38.2262,39.6712,30.0683,40.5056,19.6824,25.5096,21.5986,39.2939,25.8126,24.1035,30.4324,26.7773,25.0365,38.6999,34.3543,29.1351,25.7795,27.3967,39.4757,26.6375,34.0339,31.5662,32.2183,30.6927,30.6814,40.4498,32.0797,32.0302
7,24.3216,36.3404,21.9207,36.6747,26.6011,35.2450,25.4947,34.7364,25.7161,28.6107,39.5222,30.1679,21.3773,40.1433,27.4705,29.0843,23.4913,21.5545,26.8853,28.1047,21.7645,36.3486,35.7983,30.2706,26.5931,21.7019,28.8867,35.6223,38.2460,21.2373,24.0062,36.9415,29.5410,40.2824,36.2642,35.2557,29.2374,33.7051,24.5413,27.0910,37.7840,33.0833,30.7807,37.2571,35.3450,25.9939,36.8895,27.6896,37.4611,35.7140,24.4466,22.1135,37.3090,26.9369,36.3098,22.5788,38.3189,25.8464,25.0334,36.3513,22.4770,24.6393,35.4000,39.4744,24.3306,31.5102,32.7513,22.2186,32.1856,38.6906,25.2679,23.8434,38.5261,39.6644,30.1180,40.8014,19.3859,25.5556,21.2998,39.2663,25.7385,24.3942,30.1346,26.8140,25.3356,38.6758,34.0981,29.2912,25.9611,27.6354,39.3162,26.8916,33.8995,31.2979,32.3735,30.9494,30.4415,40.6300,31.7808,32.0561
8,24.0989,36.1393,22.1798,36.5234,26.7868,35.4806,25.6843,34.5039,25.4481,28.7457,39.5150,30.4678,21.4577,40.4324,27.2971,29.3291,23.2256,21.6937,27.1433,28.2578,21.9521,36.5826,35.5039,30.2131,26.8184,21.9000,28.9369,35.3266,37.9713,21.1168,24.2064,37.1649,29.8378,40.2382,36.0294,35.0689,29.5208,33.6069,24.4436,27.3747,37.7070,33.3732,30.5030,37.3706,35.0970,26.1628,36.6214,27.8244,37.4703,35.4141,24.1671,22.2225,37.0487,27.0861,36.0688,22.7575,38.6063,25.7602,25.3314,36.3859,22.6471,24.8865,35.1000,39.4686,24.4073,31.8002,32.4542,22.2604,32.4555,38.5596,25.5020,24.0311,38.8243,39.6316,30.1418,41.1005,19.0946,25.6273,21.0046,39.2129,25.6901,24.6903,29.8412,26.8765,25.6314,38.6258,33.8293,29.4244,26.1629,27.8574,39.1352,27.1309,33.7424,31.0424,32.5057,31.2187,30.2183,40.8305,31.4808,32.0559
9,23.8946,35.9197,22.4511,36.3953,26.9924,35.6992,25.8549,34.2571,25.1930,28.9035,39.4818,30.7660,21.5629,40.7133,27.1457,29.5881,22.9730,21.8555,27.3869,28.4328,22.1187,36.8321,35.2055,30.1814,27.0256,22.1169,28.9611,35.0275,37.6871,21.0206,24.4254,37.3700,30.1295,40.1684,35.7792,34.9033,29.7946,33.4843,24.3710,27.6658,37.6050,33.6553,30.2165,37.4595,34.8646,26.3526,36.3662,27.9820,37.4534,35.1146,23.8982,22.3555,36.7764,27.2120,35.8443,22.9565,38.9000,25.6994,25.6312,36.3944,22.8380,25.1178,34.8017,39.4367,24.5090,32.0824,32.1619,22.3279,32.7130,38.4057,25.7514,24.1977,39.1185,39.5729,30.1505,41.4003,18.8106,25.7241,20.7152,39.1339,25.6676,24.9894,29.5544,26.9643,25.9217,38.5501,33.5499,29.5337,26.3740,28.0707,38.9341,27.3535,33.5635,30.8016,32.6139,31.4985,30.0134,41.0496,31.1820,32.0296
10,23.7102,35.6830,22.7101,36.2440,27.2162,35.8990,26.0033,33.9964,24.9526,29.0830,39.4226,31.0601,21.6922,40.9840,27.0174,29.8593,22.7354,22.0387,27.6144,28.6285,22.2628,37.0952,34.9056,30.1759,27.2131,22.3511,29.0112,34.7317,37.3957,20.9496,24.6614,37.5552,30.4141,40.0734,35.5156,34.7601,30.0567,33.3383,24.3240,27.9621,37.4787,33.9275,29.9233,37.5230,34.6497,26.5619,36.1257,28.1613,37.4105,34.8177,23.6418,22.5114,36.4942,27.3137,35.6107,23.1447,39.1980,25.6645,25.9307,36.3768,23.0484,25.3317,34.5073,39.3789,24.6349,32.3547,31.8766,22.4206,32.9561,38.2299,26.0145,24.3419,39.4065,39.4887,30.1853,41.6983,18.5362,25.8452,20.4338,39.0300,25.6316,25.2873,29.2763,27.0768,26.2043,38.4495,33.2811,29.6669,26.5810,28.2878,38.7143,27.5577,33.3643,30.5772,32.6973,31.7867,29.7902,41.2501,30.8865,31.9772
11,23.5471,35.4312,22.9550,36.0708,27.4565,36.0785,26.1739,33.7497,24.7287,29.2827,39.3381,31.3480,21.8446,41.2424,26.9133,30.1407,22.5148,22.2420,27.8239,28.8431,22.3835,37.3699,34.6063,30.1965,27.3795,22.6008,29.0594,34.4356,37.0991,20.9043,24.9126,37.7191,30.6893,39.9539,35.2655,34.5945,30.3051,33.1700,24.3030,28.2613,37.3293,34.1876,29.6257,37.5608,34.4539,26.7891,35.9017,28.3609,37.3418,34.5257,23.4001,22.6890,36.2042,27.3904,35.3616,23.3119,39.4979,25.6556,26.2275,36.3331,23.2562,25.5481,34.2191,39.2957,24.7841,32.6150,31.6005,22.5378,33.1830,38.0336,26.2640,24.5086,39.6860,39.3798,30.2459,41.9921,18.2734,25.9898,20.1625,38.9019,25.6217,25.5871,29.0090,27.2132,26.4770,38.3245,33.0017,29.7762,26.7901,28.5029,38.4775,27.7419,33.1463,30.3711,32.7553,32.0811,29.5504,41.4303,30.5931,31.9151
12,23.4066,35.1661,23.2141,35.9195,27.7116,36.2364,26.3654,33.5187,24.5231,29.5012,39.2288,31.6273,22.0189,41.4865,26.8340,30.4300,22.2772,22.4252,28.0139,29.0753,22.5277,37.6330,34.3100,30.2432,27.5235,22.8640,29.0815,34.1365,36.7997,20.8850,25.1772,37.8606,30.9530,39.8109,35.0262,34.4136,30.5378,32.9807,24.3082,28.5613,37.1577,34.4337,29.3259,37.5725,34.2786,27.0326,35.6612,28.5402,37.2480,34.2407,23.1747,22.8870,35.9219,27.4921,35.1003,23.4592,39.7974,25.6729,26.5194,36.2636,23.4629,25.7655,33.9392,39.1876,24.9553,32.8613,31.3356,22.6787,33.3918,37.8182,26.4980,24.6963,39.9550,39.2470,30.3319,42.2795,18.0241,26.1568,19.9034,38.7507,25.6380,25.8867,28.7547,27.3723,26.7379,38.1763,32.7139,29.8606,26.9797,28.7354,38.2256,27.9049,32.9112,30.1848,32.7874,32.3793,29.2958,41.5889,30.2991,31.8554
13,23.2898,34.8898,23.4854,35.7914,27.9795,36.3714,26.5763,33.3053,24.3374,29.7367,39.0956,31.8961,22.2139,41.7146,26.7803,30.7252,22.0566,22.6285,28.1830,29.3231,22.6942,37.8825,34.0188,30.3155,27.6439,23.1387,29.1120,33.8380,36.4998,20.8919,25.4531,37.9784,31.2033,39.6455,34.8036,34.2124,30.7532,32.7718,24.2873,28.8606,37.0082,34.6938,29.0262,37.5580,34.1247,27.2901,35.4059,28.6978,37.1793,33.9487,22.9675,23.1039,35.6496,27.6180,34.8528,23.6288,40.0942,25.7162,26.8041,36.1691,23.6499,26.0001,33.6698,39.0556,25.1474,33.0918,31.0840,22.8420,33.5811,37.5855,26.7148,24.9037,40.2113,39.0912,30.4426,42.5584,17.7904,26.3449,19.6584,38.5775,25.6803,26.1837,28.5152,27.5529,26.9848,38.0059,32.4197,29.9197,27.1483,28.9836,37.9605,28.0452,32.6608,30.0196,32.7934,32.6793,29.0283,41.7248,30.0010,31.8215
14,23.1975,34.6044,23.7668,35.6874,28.2581,36.4826,26.8050,33.1111,24.1728,29.9876,38.9394,32.1523,22.4280,41.9247,26.7525,31.0239,21.8545,22.8502,28.3299,29.5847,22.8819,38.1165,33.7350,30.4129,27.7400,23.4229,29.1163,33.5380,36.2016,20.9248,25.7382,38.0717,31.4382,39.4589,34.5834,34.0087,30.9495,32.5450,24.2403,29.1569,36.8820,34.9659,28.7290,37.5174,33.9490,27.5333,35.1379,28.8326,37.1364,33.6518,22.7799,23.3381,35.3893,27.7672,34.6008,23.7917,40.3862,25.7852,27.0795,36.0500,23.8478,26.2256,33.4130,38.9006,25.3589,33.3046,30.8476,23.0267,33.7494,37.3371,26.9126,25.1292,40.4532,38.9136,30.5772,42.8265,17.5739,26.5526,19.4295,38.3836,25.7484,26.4759,28.2923,27.7537,27.2159,37.8147,32.1216,29.9530,27.3053,29.2392,37.6908,28.1766,32.4257,29.8333,32.7733,32.9786,28.7500,41.8368,29.7011,31.8138
15,23.1304,34.3120,24.0381,35.5593,28.5454,36.5691,27.0497,32.9376,24.0308,30.2518,38.7616,32.3939,22.6596,42.1154,26.7509,31.3239,21.6725,23.0887,28.4534,29.8581,23.0892,38.3334,33.4609,30.5346,27.8110,23.7144,29.0944,33.2388,35.9074,20.9837,26.0304,38.1398,31.6559,39.2526,34.3558,33.8132,31.1253,32.3019,24.1677,29.4479,36.7325,35.2261,28.4364,37.4511,33.7604,27.7666,34.8611,28.9483,37.0677,33.3597,22.6135,23.5877,35.1430,27.9384,34.3641,23.9759,40.6710,25.8794,27.3434,35.9074,24.0412,26.4549,33.1706,38.7238,25.5881,33.4981,30.6282,23.2314,33.8955,37.0751,27.0901,25.3710,40.6786,38.7157,30.7347,43.0818,17.3764,26.7784,19.2184,38.1705,25.8416,26.7610,28.0878,27.9732,27.4295,37.6040,31.8275,30.0120,27.4395,29.5075,37.4150,28.2947,32.2077,29.6271,32.7271,33.2750,28.4630,41.9241,29.4016,31.8322
16,23.0890,34.0148,24.2971,35.4081,28.8391,36.6302,27.3086,32.7861,23.9123,30.5274,38.5633,32.6190,22.9069,42.2852,26.7754,31.6229,21.5119,23.3421,28.5525,30.1412,23.3147,38.5313,33.1921,30.6680,27.9018,24.0003,29.0988,32.9389,35.6195,21.0679,26.3274,38.1822,31.8549,39.0280,34.1260,33.6204,31.2793,32.0444,24.0700,29.7316,36.5610,35.4722,28.1392,37.4106,33.5523,27.9826,34.5845,29.0645,36.9739,33.0748,22.4695,23.8508,34.9126,28.1305,34.1443,24.1801,40.9465,25.9981,27.5939,35.7424,24.2540,26.6664,32.9138,38.5688,25.8333,33.6710,30.4274,23.4543,34.0181,36.8013,27.2458,25.6275,40.8859,38.4988,30.9138,43.3225,17.1993,27.0206,19.0266,37.9398,25.9594,27.0369,27.9032,28.2097,27.6250,37.3765,31.5396,30.0965,27.5966,29.7631,37.1506,28.4365,32.0085,29.4028,32.6552,33.5663,28.1695,41.9861,29.1017,31.8244
17,23.0737,33.7152,24.5420,35.2348,29.1370,36.6655,27.5797,32.6577,23.8183,30.8123,38.3462,32.8260,23.1681,42.4328,26.8259,31.9186,21.3741,23.6085,28.6267,30.4319,23.5565,38.7088,32.9231,30.8007,28.0172,24.2772,29.1292,32.6404,35.3400,21.1770,26.6269,38.1986,32.0335,38.7870,33.9138,33.4083,31.4102,31.7745,23.9479,30.0056,36.3686,35.7024,27.8466,37.3443,33.3493,28.2035,34.3191,29.2043,36.8556,32.7991,22.3489,24.1255,34.6663,28.3018,33.9431,24.4026,41.2106,26.1404,27.8291,35.5561,24.4843,26.8586,32.6714,38.3921,26.0926,33.8218,30.2469,23.6939,34.1164,36.5178,27.4118,25.8773,41.0735,38.2647,31.1132,43.5466,17.0440,27.2772,18.8557,37.6933,26.1007,27.3015,27.7400,28.4614,27.8000,37.1328,31.2602,30.2058,27.7308,30.0314,36.8756,28.5563,31.8297,29.1620,32.5583,33.8502,27.8717,42.0223,28.8037,31.7905
18,23.0846,33.4154,24.7709,35.0408,29.4369,36.6747,27.8387,32.5062,23.7495,31.1043,38.1118,33.0133,23.4412,42.5570,26.9020,32.2088,21.2600,23.8860,28.7258,30.7151,23.8129,38.8645,32.6594,30.9438,28.1286,24.5558,29.1855,32.3458,35.0711,21.3099,26.9268,38.1888,32.1904,38.5313,33.7209,33.1786,31.5171,31.4942,23.8024,30.2680,36.1569,35.9149,27.5493,37.3037,33.1663,28.4412,34.0669,29.3667,36.7137,32.5348,22.2528,24.4097,34.4060,28.4510,33.7621,24.6419,41.4614,26.3051,28.0472,35.3501,24.7305,27.0300,32.4453,38.1948,26.3641,33.9495,30.0879,23.9483,34.1896,36.2269,27.5555,26.1407,41.2400,38.0152,31.3314,43.7525,16.9117,27.5465,18.7069,37.4328,26.2646,27.5528,27.5992,28.7264,27.9530,36.8748,30.9914,30.3390,27.8411,30.3104,36.5949,28.6623,31.6305,28.9376,32.4370,34.1246,27.5718,42.0324,28.5097,31.7308
19,23.1215,33.1177,25.0158,34.8676,29.7364,36.6578,28.1098,32.3778,23.7064,31.4012,37.8621,33.1795,23.7240,42.6570,26.9524,32.5045,21.1705,24.1723,28.8493,30.9885,24.0819,38.9974,32.3852,31.0655,28.2359,24.8359,29.2673,32.0571,34.8148,21.4658,27.2246,38.1528,32.3244,38.2629,33.5087,32.9665,31.5992,31.2057,23.6347,30.5167,35.9275,36.1082,27.2497,37.2892,33.0047,28.6940,33.8298,29.5505,36.5493,32.2839,22.1817,24.7012,34.1337,28.5769,33.6007,24.8947,41.6968,26.4910,28.2464,35.1258,24.9609,27.2222,32.2373,37.9786,26.6234,34.1003,29.9517,24.2156,34.2371,35.9307,27.6957,26.4059,41.3842,37.7521,31.5667,43.9386,16.8033,27.8262,18.5813,37.1603,26.4059,27.8174,27.4821,29.0026,28.1280,36.6311,30.7352,30.4951,27.9266,30.5979,36.3246,28.7923,31.4125,28.7315,32.2922,34.3873,27.2723,42.0163,28.2220,31.6457
20,23.1843,32.8244,25.2749,34.7163,30.0333,36.6148,28.3911,32.2735,23.6893,31.7007,37.5988,33.3233,24.0145,42.7320,27.0285,32.7947,21.1063,24.4654,28.9962,31.2501,24.3615,39.1062,32.1226,31.2106,28.3672,25.1057,29.3740,31.7767,34.5731,21.6435,27.5245,38.1430,32.4813,38.0072,33.2789,32.7737,31.6558,30.9111,23.4458,30.7498,35.6821,36.2808,26.9524,37.2487,32.8217,28.9318,33.5775,29.7129,36.3636,32.0482,22.1364,24.9977,33.8515,28.6786,33.4413,25.1489,41.9151,26.6968,28.4254,34.8851,25.1736,27.4337,32.0490,37.7451,26.8686,34.2732,29.8394,24.4938,34.2587,35.6315,27.8122,26.6824,41.5048,37.4774,31.8173,44.1035,16.7197,28.1143,18.4800,36.8779,26.5374,28.0871,27.3567,29.2751,28.2810,36.3730,30.4936,30.6730,27.9868,30.8918,36.0575,28.9289,31.1774,28.5451,32.1250,34.6364,26.9752,41.9741,27.9428,31.5358
21,23.2724,32.5376,25.5453,34.5864,30.3253,36.5460,28.6804,32.1941,23.6984,32.0006,37.3239,33.4436,24.3104,42.7813,27.1296,33.0772,21.0679,24.7629,29.1196,31.5235,24.6495,39.1903,31.8737,31.3781,28.4745,25.3858,29.5047,31.5067,34.3477,21.8415,27.8223,38.1071,32.6599,37.7661,33.0331,32.6017,31.6866,30.6126,23.2374,30.9656,35.4226,36.4313,26.6599,37.1824,32.6415,29.1716,33.3121,29.8528,36.1581,31.8296,22.1171,25.2971,33.5614,28.7553,33.2741,25.3980,42.1147,26.9208,28.5827,34.6296,25.3941,27.6372,31.8410,37.5289,27.0978,34.4668,29.7516,24.7807,34.2541,35.3315,27.9042,26.9679,41.6011,37.1933,32.0814,44.2460,16.6615,28.4086,18.4037,36.5878,26.6918,28.3443,27.2554,29.5575,28.4110,36.1026,30.2684,30.8712,28.0724,31.1794,35.7908,29.0664,30.9269,28.3800,31.9368,34.8701,26.6830,41.9062,27.6552,31.4507
22,23.3351,32.2442,25.8034,34.4334,30.6102,36.4521,28.9755,32.1403,23.7336,32.2985,37.0434,33.5498,24.6095,42.8047,27.2549,33.3498,21.0556,25.0627,29.2188,31.8066,24.9437,39.2490,31.6404,31.5666,28.5570,25.6743,29.6584,31.2491,34.1405,22.0584,28.1159,38.0454,32.8589,37.5416,32.7732,32.4517,31.6911,30.3127,23.0486,31.1987,35.1510,36.5587,26.3742,37.0908,32.4410,29.3947,33.0599,30.0152,35.9344,31.6298,22.1239,25.5970,33.2792,28.8570,33.1054,25.6461,42.2939,27.1614,28.7171,34.3614,25.6081,27.8474,31.6149,37.3317,27.3092,34.6796,29.6893,25.0741,34.2234,35.0331,27.9710,27.2604,41.6722,36.9018,32.3568,44.3648,16.6292,28.7069,18.3530,36.2921,26.8233,28.6140,27.1792,29.8476,28.5169,35.8220,30.0614,31.0883,28.1826,31.4583,35.5224,29.2003,30.6630,28.2373,31.7290,35.0864,26.3978,41.8132,27.3612,31.3910
23,23.3721,31.9465,26.0738,34.3035,30.8859,36.3337,29.2742,32.1124,23.7946,32.5922,36.7546,33.6311,24.9095,42.8019,27.4034,33.6104,21.0695,25.3624,29.2930,32.0973,25.2419,39.2818,31.4243,31.7748,28.6194,25.9677,29.7891,30.9790,33.9530,22.2926,28.4030,37.9583,33.0375,37.3005,32.5013,32.3250,31.6696,30.0134,22.8808,31.4474,34.8693,36.6619,26.0976,36.9747,32.2218,29.5996,32.8228,30.1990,35.6941,31.4502,22.1569,25.8952,32.9892,28.9337,32.9158,25.8785,42.4516,27.4166,28.8277,34.0825,25.8029,28.0756,31.4069,37.1155,27.5013,34.9100,29.6527,25.3719,34.1668,34.7385,28.0120,27.5576,41.7176,36.6053,32.6416,44.4592,16.6231,29.0068,18.3282,35.9931,26.9307,28.8941,27.0994,30.1368,28.5979,35.5331,29.8741,31.3226,28.3168,31.7267,35.2433,29.3102,30.3877,28.1182,31.5031,35.2838,26.1218,41.6956,27.0631,31.3571
24,23.4349,31.6531,26.3545,34.1976,31.1502,36.1917,29.5742,32.1106,23.8810,32.8795,36.4598,33.6870,25.2081,42.7730,27.5742,33.8571,21.1094,25.6597,29.3921,32.3804,25.5418,39.2885,31.1910,31.9633,28.6646,26.2643,29.8957,30.6986,33.7809,22.5384,28.6814,37.8465,33.1944,37.0448,32.2194,32.2225,31.6220,29.7172,22.6920,31.6805,34.5796,36.7401,25.8321,36.8349,31.9857,29.7846,32.6026,30.4027,35.4390,31.2922,22.2157,26.1894,32.7069,29.0353,32.7471,26.1266,42.5863,27.6846,28.9366,33.8030,25.9771,28.3198,31.1809,36.9183,27.6726,35.1563,29.6423,25.6717,34.0848,34.4499,28.0269,27.8572,41.7371,36.3059,32.9335,44.5284,16.6430,29.3062,18.3296,35.6931,27.0133,29.1825,27.0224,30.4268,28.6535,35.2383,29.7079,31.5724,28.4271,32.0057,34.9556,29.3955,30.1031,28.0235,31.2608,35.4607,25.8571,41.5544,26.7632,31.3493
25,23.5230,31.3664,26.6433,34.1166,31.4011,36.0273,29.8732,32.1350,23.9921,33.1582,36.1643,33.7383,25.5030,42.7182,27.7657,34.0879,21.1751,25.9524,29.4663,32.6711,25.8412,39.2690,30.9749,32.1715,28.6838,26.5637,29.9775,30.4100,33.6044,22.7809,28.9490,37.7109,33.3730,36.8038,31.9296,32.1449,31.5488,29.4263,22.4835,31.8963,34.2843,36.7928,25.5798,36.6726,31.7342,29.9483,32.4010,30.6249,35.1712,31.1571,22.2999,26.4773,32.4316,29.1544,32.6007,26.3885,42.6972,27.9634,29.0422,33.5222,26.1294,28.5783,30.9385,36.7415,27.8217,35.4166,29.6580,25.9713,33.9779,34.1696,28.0157,28.1570,41.7303,36.0060,33.2303,44.5720,16.6891,29.6026,18.3572,35.3944,27.0705,29.4770,26.9710,30.7223,28.7345,34.9495,29.5205,31.8067,28.5127,32.2932,34.6675,29.4790,29.8112,27.9539,31.0041,35.6159,25.6057,41.3907,26.4638,31.3677
26,23.6357,31.0884,26.9381,34.0611,31.6653,35.8853,30.1732,32.1332,24.1271,33.4261,35.8718,33.8052,25.7921,42.6378,27.9767,34.3012,21.2660,26.2383,29.5148,32.9672,26.1377,39.2235,30.7416,32.3600,28.6768,26.8636,30.0339,30.1153,33.4480,23.0369,29.2037,37.5525,33.5299,36.5481,31.6477,32.0423,31.4506,29.1429,22.2947,32.1294,33.9947,36.8710,25.3427,36.4888,31.4727,30.0951,32.2195,30.8638,34.8926,31.0458,22.4089,26.7568,32.1676,29.2970,32.4776,26.6621,42.7834,28.2507,29.1229,33.2333,26.2586,28.8490,30.6817,36.5865,27.9930,35.6629,29.6475,26.2711,33.8469,33.8997,27.9784,28.4547,41.6975,35.7078,33.5298,44.5895,16.7607,29.8939,18.4106,35.0992,27.1018,29.7754,26.9455,31.0212,28.8306,34.6652,29.3135,32.0238,28.5729,32.5871,34.3732,29.5371,29.5144,27.9101,30.7347,35.7481,25.3696,41.2057,26.1671,31.4122
