index,C00,C01,C02,C03,C04,C05,C06,C07,C08,C09,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C28,C29,C30,C31,C32,C33,C34,C35,C36,C37,C38,C39,C40,C41,C42,C43,C44,C45,C46,C47,C48,C49,C50,C51,C52,C53,C54,C55,C56,C57,C58,C59,C60,C61,C62,C63,C64,C65,C66,C67,C68,C69,C70,C71,C72,C73,C74,C75,C76,C77,C78,C79,C80,C81,C82,C83,C84,C85,C86,C87,C88,C89,C90,C91,C92,C93,C94,C95,C96,C97,C98,C99
1944,75.3781,29.8441,87.8192,34.6080,81.8306,28.4108,79.4156,32.5185,81.5625,33.4611,79.1041,22.3492,75.6330,19.7844,80.6545,30.3357,86.1215,26.3188,84.9245,32.4590,71.0610,37.3339,75.2307,27.6055,77.1757,32.9196,78.1022,30.2889,85.3569,28.6147,80.4430,24.9054,79.1392,35.1836,85.7194,25.9355,78.4902,31.6501,74.0618,29.9176,77.6526,31.5129,79.2602,35.4305,69.2050,28.5680,78.0495,27.7631,74.2415,24.5576,73.6188,37.3852,76.5859,23.9821,71.4339,25.1161,75.6244,32.4504,72.0390,31.3391,86.5449,28.4837,81.3768,24.4264,70.6115,36.3637,81.6344,24.4717,72.1328,26.4656,72.4173,35.2126,79.2604,28.5089,71.1047,28.0084,75.8945,32.6604,87.5232,30.2311,72.6020,25.8213,70.9332,35.1845,77.4408,31.3210,85.1563,31.4671,75.2274,34.0851,77.3509,37.2726,75.5271,35.1044,85.1030,31.5285,86.0373,35.9960,74.6058,23.7871
1945,75.5186,30.1091,87.9247,34.8888,81.9094,28.7003,79.2770,32.2524,81.5864,33.1620,78.8529,22.1852,75.7069,20.0752,80.3597,30.2800,86.4003,26.2081,85.2221,32.4219,71.1312,37.6256,75.2307,27.9055,77.0619,33.1972,78.2678,30.0387,85.5256,28.8627,80.1546,24.8230,79.4074,35.3179,85.4198,25.9505,78.7050,31.4407,73.7661,29.9681,77.5492,31.7945,79.3772,35.7067,69.3816,28.8106,77.9466,28.0449,74.2049,24.2598,73.8902,37.5131,76.5785,24.2820,71.2680,24.8661,75.9177,32.3873,72.2426,31.5594,86.4498,28.1991,81.4431,24.7190,70.3130,36.3937,81.6877,24.7669,71.9983,26.7338,72.6763,35.3641,79.5203,28.3591,71.2711,28.2581,75.9844,32.9466,87.6223,29.9480,72.3379,25.6789,70.6975,34.9989,77.3005,31.5861,85.4560,31.4532,75.2598,34.3833,77.6448,37.3324,75.3084,34.8991,85.4028,31.5178,86.2718,35.8090,74.5516,23.4920
1946,75.6818,30.3609,88.0053,35.1778,81.9627,28.9955,79.1620,31.9753,81.5842,32.8621,78.5883,22.0438,75.8058,20.3584,80.0612,30.2502,86.6684,26.0734,85.5219,32.4108,71.2266,37.9100,75.2569,28.2044,76.9243,33.4638,78.4545,29.8039,85.6721,29.1245,79.8600,24.7661,79.6863,35.4284,85.1226,25.9916,78.9007,31.2133,73.4759,30.0442,77.4707,32.0841,79.4696,35.9921,69.5786,29.0368,77.8687,28.3346,74.1426,23.9664,74.1717,37.6169,76.5714,24.5819,71.0810,24.6315,76.2043,32.2988,72.4646,31.7612,86.3304,27.9240,81.4836,25.0163,70.0130,36.3975,81.7664,25.0564,71.8877,27.0127,72.9474,35.4924,79.7923,28.2325,71.4151,28.5213,76.0490,33.2396,87.6964,29.6573,72.0625,25.5601,70.4788,34.7935,77.1376,31.8380,85.7533,31.4133,75.3180,34.6776,77.9429,37.3664,75.0725,34.7136,85.7005,31.4809,86.4891,35.6022,74.5233,23.1933
1947,75.8662,30.5975,88.0604,35.4727,81.9901,29.2943,79.0233,31.7093,81.5558,32.5634,78.3124,21.9259,75.9291,20.6319,79.7612,30.2465,86.9237,25.9159,85.8216,32.4259,71.3465,38.1850,75.3090,28.4998,76.8104,33.7413,78.6610,29.5862,85.7952,29.3981,79.5616,24.7350,79.9738,35.5142,84.8302,26.0583,79.0758,30.9697,73.1935,30.1453,77.4178,32.3793,79.5369,36.2845,69.7945,29.2451,77.8163,28.6300,74.0549,23.6795,74.4611,37.6958,76.5905,24.8813,70.8743,24.4141,76.4822,32.1858,72.7034,31.9428,86.1874,27.6602,81.4981,25.3159,69.7139,36.3752,81.8702,25.3379,71.8018,27.3001,73.2287,35.5967,80.0742,28.1300,71.5815,28.7709,76.0878,33.5371,87.7449,29.3612,71.7777,25.4657,70.2789,34.5698,76.9533,32.0748,86.0460,31.3477,75.4017,34.9657,78.2428,37.3742,74.8215,34.5494,85.9939,31.4183,86.6876,35.3772,74.5212,22.8933
1948,76.0705,30.8171,88.0896,35.7713,81.9913,29.5943,78.8620,31.4564,81.5015,32.2683,78.0273,21.8326,76.0613,20.9012,79.4627,30.2167,87.1644,25.7367,86.1187,32.4670,71.4898,38.4486,75.3867,28.7896,76.7211,34.0277,78.8857,29.3874,85.8940,29.6814,79.2617,24.7301,80.2676,35.5746,84.5446,26.1503,79.2291,30.7118,72.9209,30.2706,77.3909,32.6781,79.5784,36.5816,70.0278,29.4337,77.7898,28.9288,73.9425,23.4013,74.7563,37.7491,76.6289,25.1789,70.6494,24.2156,76.7491,32.0489,72.9571,32.1029,86.0219,27.4100,81.4864,25.6157,69.4178,36.3268,81.9980,25.6093,71.7413,27.5940,73.5181,35.6760,80.3641,28.0526,71.7690,29.0051,76.1005,33.8368,87.7674,29.0621,71.4858,25.3965,70.0993,34.3296,76.7492,32.2946,86.3319,31.2567,75.5101,35.2454,78.5422,37.3559,74.5778,34.3745,86.2916,31.3815,86.8658,35.1358,74.5452,22.5943
1949,76.2933,31.0181,88.0926,36.0713,81.9663,29.8932,78.6792,31.2185,81.4217,31.9792,77.7352,21.7644,76.1695,21.1810,79.1679,30.1610,87.3885,25.5373,86.4112,32.5339,71.6556,38.6986,75.4893,29.0715,76.6572,34.3208,79.1268,29.2090,85.9677,29.9722,78.9624,24.7513,80.5657,35.6091,84.2682,26.2669,79.4042,30.4682,72.6603,30.4192,77.3900,32.9781,79.6456,36.8740,70.2766,29.6012,77.7895,29.2288,73.8548,23.1144,75.0551,37.7765,76.6412,25.4786,70.4080,24.0374,77.0032,31.8893,73.2238,32.2403,85.8353,27.1751,81.4486,25.9133,69.1270,36.2529,82.1490,25.8685,71.7066,27.8919,73.8132,35.7298,80.6596,28.0007,71.9762,29.2220,76.0870,34.1365,87.7637,28.7621,71.1890,25.3530,69.9412,34.0746,76.5266,32.4958,86.6088,31.1412,75.6425,35.5146,78.8389,37.3116,74.3502,34.1789,86.5914,31.3707,87.0222,34.8798,74.5952,22.2985
1950,76.5327,31.1989,88.0695,36.3704,81.9154,30.1889,78.4764,30.9974,81.3170,31.6980,77.4382,21.7220,76.3018,21.4503,78.8694,30.1312,87.5943,25.3191,86.6967,32.6260,71.8425,38.9333,75.6161,29.3434,76.6191,34.6184,79.3515,29.0102,86.0158,30.2683,78.6662,24.7986,80.8655,35.6176,84.0030,26.4071,79.5999,30.2408,72.4136,30.5900,77.4154,33.2771,79.7381,37.1594,70.5391,29.7465,77.8153,29.5277,73.7925,22.8210,75.3551,37.7778,76.6714,25.7771,70.1521,23.8810,77.2423,31.7081,73.5014,32.3540,85.6289,26.9574,81.3850,26.2065,68.8438,36.1539,82.3221,26.1135,71.6980,28.1918,74.1119,35.7576,80.9584,27.9748,72.2015,29.4201,76.0475,34.4339,87.7339,28.4636,70.8895,25.3355,69.8061,33.8067,76.2874,32.6768,86.8746,31.0021,75.7979,35.7712,79.1384,37.2933,74.1406,33.9643,86.8910,31.3861,87.1557,34.6112,74.6708,22.0082
1951,76.7554,31.3999,88.0204,36.6663,81.8389,30.4790,78.2551,30.7949,81.1882,31.4271,77.1387,21.7056,76.4100,21.7301,78.5746,30.0754,87.7804,25.0838,86.9731,32.7426,72.0492,39.1507,75.7661,29.6032,76.6070,34.9182,79.5926,28.8317,86.0379,30.5675,78.3752,24.8714,81.1650,35.5998,83.7307,26.5331,79.8147,30.0314,72.1828,30.7816,77.4666,33.5726,79.8551,37.4356,70.8133,29.8683,77.8671,29.8232,73.7559,22.5232,75.6540,37.7529,76.7275,26.0718,69.8834,23.7474,77.4963,31.5485,73.7879,32.4430,85.4044,26.7584,81.2961,26.4930,68.5703,36.0306,82.5158,26.3426,71.7156,28.4913,74.4119,35.7593,81.2584,27.9750,72.4432,29.5977,75.9822,34.7267,87.6782,28.1688,70.5896,25.3442,69.6947,33.5282,76.0649,32.8780,87.1272,30.8402,75.9751,36.0133,79.4383,37.3011,73.9505,33.7323,87.1882,31.4276,87.2653,34.3319,74.7714,21.7255
1952,76.9597,31.6195,87.9458,36.9569,81.7375,30.7613,78.0170,30.6124,81.0363,31.1684,76.8417,21.6632,76.4935,22.0182,78.2858,29.9942,87.9452,24.8331,87.2383,32.8829,72.2740,39.3493,75.9382,29.8489,76.6211,35.2178,79.8484,28.6749,86.0339,30.8674,78.0916,24.9694,81.4618,35.5561,83.4701,26.6817,80.0103,29.8040,71.9695,30.9926,77.5435,33.8626,79.9957,37.7006,71.0970,29.9657,77.8930,30.1220,73.7455,22.2234,75.9497,37.7021,76.8028,26.3622,69.6042,23.6377,77.7632,31.4116,74.0811,32.5067,85.1633,26.5799,81.2222,26.7838,68.3086,35.8839,82.6888,26.5877,71.7593,28.7881,74.7109,35.7349,81.5573,28.0013,72.6995,29.7537,75.8917,35.0127,87.5971,27.8800,70.2916,25.3790,69.6081,33.2410,75.8607,33.0978,87.3647,30.6570,76.1727,36.2391,79.7377,37.2828,73.7813,33.4845,87.4805,31.4948,87.3501,34.0442,74.8962,21.4528
1953,77.1442,31.8561,87.8460,37.2398,81.6610,31.0514,77.7639,30.4513,80.8624,30.9239,76.5495,21.5950,76.5515,22.3126,78.0052,29.8882,88.0876,24.5690,87.4902,33.0458,72.5153,39.5276,76.1311,30.0787,76.6613,35.5151,80.1168,28.5410,86.0037,31.1659,77.8177,25.0917,81.7536,35.4866,83.2234,26.8524,80.1855,29.5604,71.7755,31.2213,77.6453,34.1448,80.1531,37.9560,71.3882,30.0381,77.8927,30.4220,73.7612,21.9238,76.2398,37.6257,76.8793,26.6523,69.3165,23.5528,78.0411,31.2985,74.3787,32.5446,84.9076,26.4230,81.1232,27.0670,68.0607,35.7150,82.8399,26.8469,71.8286,29.0800,75.0066,35.6845,81.8527,28.0536,72.9685,29.8867,75.7765,35.2897,87.4910,27.5994,69.9978,25.4397,69.5468,32.9473,75.6765,33.3346,87.5854,30.4538,76.3892,36.4467,80.0344,37.2385,73.6344,33.2230,87.7659,31.5873,87.4095,33.7501,75.0444,21.1919
1954,77.3485,32.0758,87.7220,37.5130,81.6101,31.3470,77.4977,30.3129,80.6678,30.6956,76.2644,21.5017,76.5836,22.6108,77.7349,29.7581,88.2064,24.2936,87.7554,33.1861,72.7712,39.6841,76.3432,30.2908,76.7272,35.8078,80.3960,28.4310,85.9476,31.4606,77.5554,25.2374,82.0383,35.3920,82.9926,27.0440,80.3387,29.3025,71.6021,31.4662,77.7714,34.4171,80.2877,38.2241,71.6845,30.0848,77.9185,30.7209,73.8030,21.6267,76.5221,37.5242,76.9603,26.9411,69.0224,23.4934,78.3278,31.2101,74.6784,32.5564,84.6392,26.2890,80.9999,27.3405,67.8285,35.5251,82.9677,27.1183,71.9231,29.3647,75.3057,35.6601,82.1424,28.1314,73.2479,29.9957,75.6377,35.5557,87.3609,27.3290,69.7104,25.5257,69.5113,32.6494,75.5136,33.5865,87.7875,30.2321,76.5867,36.6725,80.3261,37.1684,73.5108,32.9496,88.0422,31.7042,87.4943,33.4623,75.2147,20.9449
1955,77.5712,32.2768,87.5747,37.7743,81.5336,31.6371,77.2205,30.1983,80.4541,30.4850,75.9723,21.4335,76.6416,22.9052,77.4769,29.6049,88.3008,24.0088,88.0318,33.3027,73.0398,39.8178,76.5731,30.4836,76.8184,36.0936,80.6644,28.2971,85.8661,31.7493,77.3069,25.4054,82.3137,35.2729,82.7459,27.2148,80.5138,29.0589,71.4507,31.7252,77.9206,34.6773,80.4451,38.4795,71.9757,30.1572,77.9703,31.0164,73.8705,21.3344,76.8122,37.4478,77.0662,27.2218,68.7243,23.4597,78.6211,31.1469,74.9784,32.5588,84.3601,26.1788,80.8533,27.6022,67.6136,35.3157,83.0714,27.3998,72.0421,29.6401,75.6056,35.6618,82.4242,28.2342,73.5359,30.0800,75.5225,35.8327,87.2078,27.0711,69.4316,25.6365,69.5020,32.3495,75.3733,33.8517,87.9696,29.9936,76.7639,36.9146,80.6106,37.0733,73.4115,32.6665,88.3072,31.8448,87.5538,33.1683,75.4059,20.7137
1956,77.8106,32.4576,87.4051,38.0218,81.4321,31.9194,76.9344,30.1082,80.2229,30.2939,75.6753,21.3911,76.7251,23.1933,77.2333,29.4298,88.3700,23.7169,88.3173,33.3949,73.3190,39.9275,76.7852,30.6957,76.9341,36.3704,80.9202,28.1404,85.7597,32.0298,77.0739,25.5944,82.5776,35.1302,82.4853,27.3633,80.7095,28.8315,71.3225,31.9964,78.0920,34.9235,80.6242,38.7202,72.2594,30.2546,77.9961,31.3153,73.9632,21.0491,77.1079,37.3970,77.1961,27.4922,68.4244,23.4522,78.9187,31.1096,75.2784,32.5594,84.0725,26.0935,80.6843,27.8501,67.4179,35.0884,83.1993,27.6712,72.1846,29.9041,75.9047,35.6373,82.6960,28.3612,73.8300,30.1388,75.3898,36.1017,87.0327,26.8275,69.1635,25.7711,69.5188,32.0500,75.2566,34.1281,88.1301,29.7402,76.9193,37.1712,80.8858,36.9536,73.3372,32.3759,88.5590,32.0080,87.5873,32.8702,75.5762,20.4668
1957,78.0649,32.6168,87.2146,38.2536,81.3064,32.1918,76.6550,29.9988,79.9759,30.1237,75.3757,21.3747,76.8129,23.4802,77.0059,29.2342,88.4134,23.4200,88.5937,33.5115,73.6067,40.0125,76.9781,30.9255,77.0736,36.6360,81.1887,28.0065,85.6292,32.3000,76.8583,25.8031,82.8281,34.9651,82.2127,27.4887,80.9243,28.6220,71.2183,32.2777,78.2842,35.1538,80.8235,38.9444,72.5335,30.3764,77.9958,31.6153,74.0804,20.7730,77.4069,37.3721,77.3020,27.7729,68.1250,23.4708,79.2120,31.0465,75.5773,32.5338,83.7786,26.0335,80.4945,28.0824,67.2427,34.8448,83.3503,27.9304,72.3496,30.1547,76.2004,35.5869,82.9557,28.5114,74.1282,30.1718,75.2341,36.3582,86.8371,26.6000,68.9082,25.9286,69.5617,31.7531,75.1644,34.4136,88.2680,29.4738,77.0517,37.4404,81.1494,36.8105,73.2886,32.0798,88.7955,32.1925,87.5948,32.5703,75.7244,20.2059
1958,78.3320,32.7533,87.0047,38.4678,81.1575,32.4523,76.3672,29.9142,79.7149,29.9756,75.0759,21.3845,76.8945,23.7689,76.7964,29.0195,88.4309,23.1205,88.8588,33.6518,73.9008,40.0721,77.1502,31.1713,77.2356,36.8885,81.4444,27.8497,85.4757,32.5577,76.6618,26.0297,83.0632,34.7788,81.9302,27.5897,81.1565,28.4321,71.1391,32.5671,78.4958,35.3666,81.0417,39.1503,72.7960,30.5217,78.0217,31.9142,74.2213,20.5081,77.7069,37.3734,77.3994,28.0567,67.8283,23.5155,79.4987,30.9581,75.8732,32.4845,83.4805,25.9994,80.2851,28.2972,67.0894,34.5870,83.5233,28.1755,72.4921,30.4186,76.4906,35.5110,83.2014,28.6836,74.4276,30.1904,75.1014,36.6272,86.6223,26.3905,68.6675,26.1077,69.6303,31.4610,75.0975,34.7060,88.3821,29.1963,77.1602,37.7201,81.3996,36.6449,73.2660,31.7807,89.0151,32.3969,87.5761,32.2708,75.8947,19.9590
1959,78.5863,32.9126,86.7768,38.6630,80.9864,32.6987,76.0731,29.8549,79.4421,29.8508,74.7780,21.4204,77.0008,24.0494,76.6064,28.7873,88.4221,22.8207,89.1108,33.8147,74.1989,40.1058,77.3430,31.4011,77.4190,37.1259,81.6856,27.6712,85.3003,32.8011,76.4857,26.2726,83.2812,34.5728,81.6400,27.6658,81.4044,28.2631,71.0855,32.8622,78.7251,35.5600,81.2770,39.3364,73.0702,30.6435,78.0213,32.2142,74.3847,20.2565,78.0056,37.4008,77.5211,28.3309,67.5367,23.5858,79.7766,30.8450,76.1638,32.4097,83.1806,25.9913,80.0578,28.4930,66.9591,34.3167,83.7171,28.4045,72.6111,30.6940,76.7731,35.4100,83.4311,28.8766,74.7276,30.1902,74.9926,36.9068,86.3902,26.2005,68.4434,26.3071,69.7240,31.1760,75.0564,35.0032,88.4716,28.9100,77.2438,38.0082,81.6344,36.4582,73.2695,31.4807,89.2161,32.6196,87.5314,31.9742,76.0859,19.7278
1960,78.8257,33.0934,86.5329,38.8376,80.7945,32.9293,75.7750,29.8215,79.1594,29.7503,74.4844,21.4821,77.1205,24.3245,76.4373,28.5395,88.3873,22.5227,89.3476,33.9989,74.4988,40.1135,77.5552,31.6132,77.6225,37.3464,81.9414,27.5145,85.1044,33.0283,76.3314,26.5299,83.4805,34.3485,81.3443,27.7163,81.6660,28.1164,71.0577,33.1610,78.9703,35.7328,81.5276,39.5014,73.3539,30.7409,77.9949,32.5130,74.5694,20.0201,78.3056,37.4021,77.6663,28.5934,67.2523,23.6813,80.0435,30.7081,76.4467,32.3098,82.8812,26.0095,79.8484,28.7078,66.8530,34.0361,83.9300,28.6158,72.7056,30.9788,77.0457,35.2847,83.6430,29.0889,75.0274,30.1797,74.9086,37.1948,86.1424,26.0314,68.2375,26.5253,69.8423,30.9003,75.0413,35.3028,88.5358,28.6169,77.3021,38.3025,81.8520,36.2517,73.2992,31.1822,89.3968,32.8591,87.4609,31.6826,76.2965,19.5141
1961,79.0799,33.2527,86.2746,38.9902,80.5832,33.1423,75.4809,29.7623,78.8691,29.6749,74.1973,21.5691,77.2233,24.6063,76.2905,28.2779,88.3266,22.2289,89.5674,34.2030,74.7982,40.0949,77.7850,31.8060,77.8059,37.5837,82.1825,27.3360,84.8894,33.2376,76.2002,26.7996,83.6594,34.1076,81.0453,27.7408,81.9395,27.9930,71.0561,33.4610,79.2297,35.8835,81.7916,39.6438,73.6451,30.8133,77.9425,32.8084,74.7740,19.8007,78.6050,37.4213,77.8338,28.8423,66.9773,23.8013,80.2975,30.5485,76.7198,32.1857,82.5845,26.0537,79.6585,28.9401,66.7716,33.7474,84.1606,28.8077,72.7749,31.2706,77.3064,35.1362,83.8357,29.3188,75.3270,30.1954,74.8500,37.4890,85.8807,25.8846,68.0514,26.7606,69.9841,30.6360,75.0523,35.6026,88.5742,28.3194,77.3857,38.5906,82.0508,36.0270,73.3547,30.8874,89.5560,33.1133,87.3654,31.3982,76.5249,19.3197
1962,79.3193,33.4335,86.0040,39.1198,80.3542,33.3360,75.1931,29.6776,78.5864,29.5743,73.9189,21.6809,77.3012,24.8960,76.1671,28.0044,88.2406,21.9415,89.7686,34.4255,75.0949,40.0503,78.0308,31.9780,77.9680,37.8362,82.4072,27.1372,84.6571,33.4273,76.0929,27.0798,83.8166,33.8522,80.7453,27.7392,82.2227,27.8939,71.0807,33.7599,79.5013,36.0110,82.0670,39.7627,73.9414,30.8600,77.8646,33.0981,74.9969,19.6000,78.9049,37.4145,78.0223,29.0757,66.7138,23.9447,80.5366,30.3673,76.9810,32.0382,82.2927,26.1235,79.4688,29.1725,66.7158,33.4526,84.4070,28.9788,72.8186,31.5675,77.5531,34.9656,84.0076,29.5647,75.6241,30.2372,74.8172,37.7872,85.6073,25.7612,67.8866,27.0113,70.1484,30.3850,75.0895,35.9003,88.5865,28.0197,77.4942,38.8703,82.2292,35.7858,73.3844,30.5888,89.6925,33.3805,87.2454,31.1233,76.7694,19.1459
1963,79.5420,33.6344,85.7232,39.2252,80.1091,33.5091,74.9138,29.5682,78.2961,29.4989,73.6513,21.8165,77.3535,25.1914,76.0203,27.7428,88.1298,21.6627,89.9496,34.6648,75.3865,39.9801,78.2906,32.1280,78.1514,38.0736,82.6137,26.9195,84.4421,33.6365,75.9617,27.3496,83.9510,33.5839,80.4463,27.7637,82.5134,27.8199,71.1312,34.0557,79.7829,36.1144,82.3517,39.8572,74.2326,30.9323,77.7617,33.3799,75.2365,19.4194,79.2031,37.3815,78.1898,29.3245,66.4638,24.1105,80.7591,30.1660,77.2284,31.8686,82.0082,26.2186,79.3000,29.4205,66.6858,33.1541,84.6674,29.1278,72.8879,31.8593,77.7840,34.7740,84.1575,29.8246,75.9164,30.3047,74.8106,38.0871,85.3242,25.6620,67.7442,27.2753,70.3340,30.1493,75.1524,36.1936,88.5727,27.7200,77.6266,39.1395,82.3860,35.5300,73.3879,30.2888,89.8051,33.6585,87.1019,30.8598,77.0282,18.9940
1964,79.7464,33.8541,85.4342,39.3058,79.8801,33.7028,74.6450,29.4348,78.0003,29.4490,73.3965,21.9749,77.3799,25.4903,75.8512,27.4950,87.9951,21.3946,90.1091,34.9189,75.6709,39.8847,78.5625,32.2548,78.3548,38.2941,82.8383,26.7207,84.2461,33.8637,75.8075,27.6069,84.0615,33.3050,80.1506,27.8142,82.8094,27.7715,71.2073,34.3459,80.0725,36.1928,82.6436,39.9265,74.5289,30.9790,77.6837,33.6696,75.4910,19.2605,79.4973,37.3226,78.3784,29.5579,66.2293,24.2976,80.9631,29.9461,77.4601,31.6780,81.7164,26.2884,79.1103,29.6529,66.6820,32.8541,84.9398,29.2535,72.9824,32.1441,77.9974,34.5631,84.2841,30.0966,76.2021,30.3964,74.8302,38.3865,85.0335,25.5879,67.6253,27.5508,70.5394,29.9306,75.2407,36.4803,88.5328,27.4226,77.7820,39.3962,82.5198,35.2616,73.4175,29.9903,89.8931,33.9454,86.9360,30.6098,77.2992,18.8653
1965,79.9308,34.0907,85.1393,39.3609,79.6350,33.8759,74.3657,29.3254,77.7099,29.3735,73.1565,22.1549,77.3802,25.7903,75.7044,27.2333,87.8376,21.1393,90.2459,35.1859,75.9460,39.7648,78.8444,32.3574,78.5767,38.4960,83.0795,26.5423,84.0708,34.1071,75.6762,27.8767,84.1473,33.0175,79.8604,27.8903,83.1086,27.7491,71.3084,34.6283,80.3678,36.2458,82.9405,39.9700,74.8246,31.0295,77.5808,33.9514,75.7583,19.1243,79.7852,37.2384,78.5459,29.8068,66.0119,24.5043,81.1472,29.7092,77.6743,31.4679,81.4319,26.3835,78.9416,29.9009,66.7043,32.5550,85.2002,29.4025,73.1014,32.4195,78.2283,34.3716,84.3865,30.3786,76.4893,30.4829,74.8758,38.6830,84.7374,25.5394,67.5310,27.8355,70.7631,29.7307,75.3537,36.7582,88.4671,27.1299,77.9591,39.6383,82.6298,34.9824,73.4731,29.6955,90.0057,34.2234,86.7489,30.3753,77.5803,18.7607
1966,80.1351,34.3103,84.8407,39.3901,79.3758,34.0269,74.0970,29.1920,77.4273,29.2730,72.9331,22.3551,77.3543,26.0892,75.5810,26.9599,87.6585,20.8987,90.3588,35.4638,76.2095,39.6215,79.1342,32.4350,78.8153,38.6778,83.3352,26.3855,83.8748,34.3343,75.5690,28.1568,84.2076,32.7237,79.5780,27.9914,83.4086,27.7528,71.4337,34.9009,80.6666,36.2727,83.2399,39.9876,75.1148,31.1055,77.4538,34.2232,76.0364,19.0119,80.0647,37.1293,78.6910,30.0693,65.8133,24.7292,81.3100,29.4572,77.8693,31.2400,81.1567,26.5029,78.7951,30.1627,66.7526,32.2589,85.4466,29.5736,73.2439,32.6834,78.4750,34.2010,84.4639,30.6684,76.7830,30.5440,74.9470,38.9744,84.4383,25.5169,67.4618,28.1275,71.0034,29.5511,75.4904,37.0253,88.3762,26.8440,78.1567,39.8640,82.7150,34.6948,73.5027,29.3970,90.1422,34.4906,86.5421,30.1580,77.8696,18.6810
1967,80.3579,34.5113,84.5407,39.3932,79.1045,34.1548,73.8409,29.0358,77.1369,29.1975,72.7280,22.5740,77.3024,26.3846,75.4818,26.6768,87.4590,20.6746,90.4471,35.7505,76.4595,39.4557,79.4296,32.4870,79.0689,38.8382,83.6037,26.2516,83.6599,34.5436,75.4866,28.4453,84.2422,32.4257,79.3054,28.1167,83.7071,27.7827,71.5823,35.1615,80.9666,36.2735,83.5398,39.9789,75.4106,31.1560,77.3509,34.5050,76.3233,18.9242,80.3336,36.9964,78.8128,30.3435,65.6351,24.9706,81.4501,29.1919,78.0438,30.9959,80.8930,26.6459,78.6720,30.4363,66.8266,31.9682,85.6772,29.7655,73.4089,32.9340,78.7059,34.0094,84.5158,30.9639,77.0810,30.5793,75.0434,39.2585,84.1383,25.5206,67.4183,28.4243,71.2584,29.3931,75.6499,37.2794,88.2607,26.5672,78.3732,40.0717,82.7748,34.4008,73.5063,29.0970,90.3014,34.7449,86.3172,29.9595,78.1646,18.6268
1968,80.5622,34.7309,84.2416,39.3701,78.8453,34.3059,73.5994,28.8578,76.8411,29.1476,72.5428,22.8100,77.2765,26.6835,75.4077,26.3861,87.2408,20.4687,90.5101,36.0438,76.6942,39.2688,79.7285,32.5132,79.3355,38.9758,83.8828,26.1416,83.4639,34.7707,75.4296,28.7399,84.2506,32.1258,79.0448,28.2653,84.0019,27.8385,71.7531,35.4081,81.2655,36.2482,83.8378,39.9442,75.7096,31.1804,77.2729,34.7947,76.6168,18.8619,80.6131,36.8873,78.9579,30.6060,65.4787,25.2265,81.6129,28.9399,78.1963,30.7376,80.6427,26.8114,78.5255,30.6981,66.9256,31.6850,85.8902,29.9768,73.5951,33.1692,78.9193,33.7985,84.5418,31.2628,77.3808,30.5884,75.1642,39.5332,83.8391,25.4981,67.4008,28.7238,71.5262,29.2579,75.8309,37.5186,88.1215,26.3014,78.6070,40.2597,82.8088,34.1027,73.4836,28.7979,90.4378,35.0120,86.1104,29.7421,78.4633,18.5985
1969,80.7467,34.9676,83.9457,39.3210,78.6002,34.4789,73.3743,28.6594,76.5420,29.1237,72.3788,23.0612,77.2768,26.9835,75.3593,26.0900,87.0055,20.2826,90.5473,36.3415,76.9116,39.0621,80.0285,32.5131,79.6130,39.0896,84.1704,26.0564,83.2886,35.0141,75.3986,29.0382,84.2329,31.8263,78.7981,28.4360,84.2907,27.9197,71.9447,35.6390,81.5611,36.1969,84.1377,39.9356,76.0096,31.1788,77.2205,35.0901,76.9145,18.8253,80.9010,36.8031,79.1254,30.8549,65.3451,25.4951,81.7970,28.7031,78.3257,30.4669,80.4078,26.9980,78.4024,30.9717,67.0489,31.4115,86.0839,30.2059,73.8011,33.3873,79.1134,33.5698,84.5936,31.5582,77.6803,30.5714,75.3084,39.7962,83.5431,25.4496,67.4095,29.0237,71.8048,29.1465,76.0321,37.7411,87.9597,26.0488,78.8563,40.4266,82.8166,33.8028,73.4350,28.5018,90.5505,35.2901,85.9233,29.5076,78.7633,18.5964
1970,80.9510,35.1872,83.6551,39.2463,78.3410,34.6300,73.1328,28.4814,76.2420,29.1259,72.2374,23.3258,77.2509,27.2824,75.3368,25.7908,86.7548,20.1178,90.5584,36.6413,77.1103,38.8373,80.3274,32.4870,79.8994,39.1789,84.4644,25.9965,83.0926,35.2413,75.3937,29.3382,84.1891,31.5295,78.5672,28.6276,84.5713,28.0259,72.1557,35.8522,81.8511,36.1201,84.4372,39.9531,76.3083,31.1510,77.1941,35.3889,77.2144,18.8149,81.1952,36.7442,79.3140,31.0883,65.2355,25.7744,82.0010,28.4831,78.4310,30.1860,80.1901,27.2044,78.3036,31.2550,67.1955,31.1498,86.2569,30.4510,74.0253,33.5866,79.2869,33.3251,84.6711,31.8481,77.9772,30.5284,75.4750,40.0457,83.2524,25.3755,67.4443,29.3216,72.0920,29.0599,76.2519,37.9453,87.7765,25.8112,79.1191,40.5712,82.8506,33.5048,73.4124,28.2027,90.6385,35.5769,85.7574,29.2576,79.0623,18.6204
