index,C00,C01,C02,C03,C04,C05,C06,C07,C08,C09,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C28,C29,C30,C31,C32,C33,C34,C35,C36
40.5,-5.08705,-29.168599999999998,-13.8932,-24.1089,-41.281949999999995,-40.2668,-21.18875,3.5927499999999997,10.5531,3.79555,-1.6553,-1.6365,-0.16275,1.5754000000000001,2.5924500000000004,3.0907999999999998,3.01135,2.12445,0.7686999999999999,-1.379,-3.1095,-3.9093999999999998,-4.005,-4.19925,-4.55765,-4.56595,-4.21805,-4.01895,-3.82715,-3.66785,-3.5397,-3.44165,-3.3535500000000003,-3.2432,-3.0495,-2.7379499999999997,-2.37305
42.5,-3.6900000000000004,-28.154899999999998,-15.71215,-24.45955,-41.503550000000004,-40.17295,-21.453249999999997,3.3232,10.8658,3.8614,-1.5304,-0.56015,-0.12794999999999998,0.2854,0.68015,1.0211000000000001,1.21985,1.24425,0.49145,-0.8727499999999999,-2.56145,-3.91275,-4.53295,-4.7996,-4.9099,-4.85675,-4.5267,-4.28555,-4.0732,-3.9252000000000002,-3.8192500000000003,-3.72405,-3.6005000000000003,-3.4428,-3.2309,-2.9130000000000003,-2.5338000000000003
44.5,-2.5867500000000003,-27.3422,-17.677500000000002,-22.964399999999998,-40.26925,-40.856700000000004,-22.261899999999997,2.432,10.35725,4.87795,-1.3065,0.09595,0.92095,1.5794,1.3990999999999998,1.23625,1.2008,1.0116,0.3467,-0.7020500000000001,-1.52525,-2.61145,-3.7573499999999997,-4.4748,-4.69115,-4.64065,-4.61385,-4.56285,-4.490399999999999,-4.40775,-4.3184000000000005,-4.21455,-4.07455,-3.89865,-3.69405,-3.3513,-2.9324500000000002
46.5,-2.6257,-26.21235,-18.4287,-22.41515,-40.52355,-40.8099,-22.972700000000003,1.34535,10.4469,4.93615,-1.2327,-0.41105,-0.14345,0.11919999999999997,0.3225,0.5501,0.82575,0.72685,0.17135,-0.16895,-0.5647,-1.31945,-2.488,-3.5872,-4.21305,-4.36825,-4.35295,-4.28315,-4.2004,-4.1143,-4.0216,-3.9217,-3.8110999999999997,-3.6906,-3.53495,-3.23215,-2.84105
48.5,-0.365,-22.6787,-18.276600000000002,-23.0017,-40.028000000000006,-41.238600000000005,-23.30195,0.8853,10.423649999999999,5.01095,0.11685,-0.39305,0.1373,0.315,0.55935,0.9485999999999999,1.1207,0.84585,0.53605,0.35725,0.1195,-0.61885,-1.59395,-2.62155,-3.42995,-3.77585,-3.7670000000000003,-3.7351,-3.6914,-3.6311999999999998,-3.5616000000000003,-3.4754,-3.3625,-3.2404,-3.0928,-2.82935,-2.48935
50.5,0.13325,-20.42285,-19.36425,-22.6065,-40.36045,-41.2097,-23.31705,0.72905,10.787500000000001,5.0964,-0.26655,-0.4943,0.33155,1.1322999999999999,1.34945,1.4325,1.5361,1.2688000000000001,0.693,-0.0436,-0.77695,-1.0066000000000002,-1.6661000000000001,-2.5395,-3.07185,-3.11565,-3.07395,-3.05205,-3.0474,-3.04105,-3.00345,-2.9373,-2.8560999999999996,-2.77115,-2.65565,-2.43315,-2.14025
52.5,-0.5333,-19.4223,-20.876649999999998,-23.31105,-39.948449999999994,-41.60265,-23.07035,-0.09475,10.20915,4.68845,0.026749999999999996,-0.57305,0.41700000000000004,1.0342500000000001,1.20635,1.3822,1.5737999999999999,0.7649,-0.6002,-1.5861999999999998,-2.51515,-2.5299,-2.1824500000000002,-2.28325,-2.68925,-2.8624,-2.79125,-2.7371499999999997,-2.6923500000000002,-2.66735,-2.65545,-2.63645,-2.6053,-2.57695,-2.521,-2.33575,-2.07275
54.5,-0.4021,-18.46575,-22.8641,-23.5509,-40.20635,-41.9734,-22.94885,-0.7393,9.831299999999999,4.4465,-0.91025,-1.33775,-0.5928,-0.22245,-0.43379999999999996,-0.7168,-0.6691499999999999,-0.6493,-1.42055,-2.1289,-2.6159499999999998,-2.71295,-2.43065,-2.22595,-2.3042,-2.6709,-2.92925,-2.93275,-2.88645,-2.8286499999999997,-2.78335,-2.7485,-2.73455,-2.7489,-2.72105,-2.5050499999999998,-2.23265
56.5,-1.1752500000000001,-16.6357,-23.68495,-24.7566,-40.581,-41.9755,-22.7788,-1.01755,10.0907,4.618,0.45505,-0.30174999999999996,0.31795,0.6631,0.7326999999999999,0.4796,0.1657,-0.2278,-0.6333,-1.1421999999999999,-1.8387000000000002,-2.4050000000000002,-2.6912000000000003,-2.7171000000000003,-2.6953,-2.8066,-2.9112,-2.9197499999999996,-2.8926,-2.8443500000000004,-2.79515,-2.7516999999999996,-2.72125,-2.7040499999999996,-2.6417,-2.4284999999999997,-2.13455
58.5,0.8800999999999999,-15.53155,-23.46925,-25.57945,-39.847300000000004,-41.953649999999996,-22.8153,-1.0151,10.39695,3.9301000000000004,1.3874,1.3319,2.9080500000000002,3.29995,2.84845,2.0414499999999998,1.21845,0.4168,-0.032600000000000004,-0.5886,-1.4793500000000002,-2.3405500000000004,-2.9794,-3.3785,-3.47945,-3.37995,-3.2603,-3.19025,-3.11415,-3.0154,-2.90755,-2.8188,-2.7611,-2.7272,-2.6868,-2.527,-2.2615
60.5,5.7860499999999995,-14.23285,-23.29015,-25.48195,-40.15825,-41.8999,-23.03575,-1.05045,10.3658,3.5956,0.8335,2.46095,4.16265,4.41025,3.523,2.37385,1.26515,-0.5126999999999999,-1.2253,-1.3688500000000001,-2.00515,-2.68445,-3.0164,-3.4728000000000003,-3.8438,-3.8689,-3.6965500000000002,-3.5665,-3.4339,-3.2998000000000003,-3.1875999999999998,-3.1247499999999997,-3.07085,-2.9838,-2.8400499999999997,-2.6076,-2.3617999999999997
62.5,9.1703,-10.75815,-22.90085,-26.5634,-40.3201,-42.203149999999994,-23.0701,-1.57525,10.3427,4.2488,-0.15460000000000002,1.3119,3.59875,3.9194500000000003,2.88475,1.54495,0.36765000000000003,-1.4304000000000001,-2.6744,-3.1684,-3.2284,-3.1581,-3.1127000000000002,-3.3552999999999997,-3.82905,-4.0863,-3.9272,-3.7628,-3.6060499999999998,-3.4697500000000003,-3.36005,-3.2680499999999997,-3.1606,-3.0122,-2.8441,-2.6323,-2.38115
64.5,11.6196,-8.003499999999999,-21.72645,-27.58465,-40.91355,-42.5082,-23.5319,-2.15735,10.1179,4.57425,0.8679,1.2446000000000002,1.9092,1.64585,0.80265,0.05740000000000001,-0.47765,-1.8622,-3.33075,-4.37515,-4.52525,-4.19315,-3.9398,-3.92545,-3.93445,-3.92725,-3.88335,-3.8287,-3.7591,-3.6618500000000003,-3.5429500000000003,-3.4336,-3.33235,-3.2279999999999998,-3.11325,-2.904,-2.64855
66.5,13.5717,-5.4848,-20.26025,-28.9752,-40.8154,-42.72515,-23.46585,-3.51785,9.8507,5.104699999999999,0.6332,1.23295,1.8923,2.16695,1.54515,0.6407499999999999,0.04470000000000002,-0.82565,-2.25705,-3.6904500000000002,-4.764900000000001,-4.9986,-4.7742,-4.5786999999999995,-4.4824,-4.2467500000000005,-3.9436999999999998,-3.82395,-3.7375,-3.6769499999999997,-3.6161000000000003,-3.55225,-3.4821999999999997,-3.40075,-3.27245,-2.9975500000000004,-2.71535
68.5,15.74345,-2.1975,-18.5227,-30.02195,-40.7808,-42.8083,-23.40245,-4.48085,9.96965,4.49695,1.3609,3.2513,3.60455,3.8036,3.3775500000000003,2.5313,1.6361500000000002,0.16160000000000002,-1.2399499999999999,-2.34925,-3.4673,-4.669549999999999,-5.109249999999999,-4.9347,-4.69105,-4.408049999999999,-4.08895,-3.91885,-3.7583,-3.58865,-3.4138,-3.2630999999999997,-3.15505,-3.08675,-3.00715,-2.75045,-2.4753499999999997
70.5,17.449550000000002,0.9021,-16.40925,-30.4858,-40.78685,-42.154399999999995,-23.64275,-5.3088999999999995,9.5825,4.335800000000001,2.52325,4.59165,4.526199999999999,4.00545,2.9753,1.89075,1.3426,1.02135,-0.07350000000000001,-1.33685,-2.4686,-3.42995,-4.02755,-4.46435,-4.6674500000000005,-4.54385,-4.2468,-4.1242,-4.00295,-3.84735,-3.65315,-3.436,-3.2211,-3.0372500000000002,-2.89785,-2.65315,-2.3685
72.5,19.6799,3.7242,-14.83545,-31.0328,-40.43335,-42.263850000000005,-23.8639,-6.0196000000000005,9.5643,3.69395,2.84865,5.1666,4.91235,3.90055,2.6134500000000003,1.56665,0.9491499999999999,0.78115,0.24285,-0.905,-2.0566500000000003,-2.9317,-3.5053,-4.131,-4.6394,-4.7612,-4.5369,-4.3948,-4.266,-4.135350000000001,-3.9684999999999997,-3.76275,-3.5234,-3.27225,-3.03985,-2.7253,-2.4016
74.5,22.5186,7.4642,-11.84755,-30.8371,-40.405,-42.2181,-24.067999999999998,-6.76465,8.905000000000001,3.5276,2.84445,5.09515,5.3414,3.9656,2.28695,1.2779,0.8149000000000001,0.44934999999999997,0.09964999999999999,-0.75115,-1.79745,-2.8267499999999997,-3.43485,-3.8234,-4.329000000000001,-4.63255,-4.54965,-4.45935,-4.351699999999999,-4.2198,-4.06295,-3.87485,-3.6551,-3.4011500000000003,-3.13015,-2.8274999999999997,-2.4811
76.5,24.315199999999997,12.063649999999999,-7.240550000000001,-30.75355,-40.3113,-41.7866,-24.363799999999998,-7.2961,9.018550000000001,3.5305999999999997,2.9538,5.23035,4.5122,2.74355,1.1166,0.10004999999999999,-0.45655,-1.04455,-1.2851,-1.14555,-1.57135,-2.433,-2.9446,-3.36445,-3.9149000000000003,-4.12165,-3.9744,-3.8983499999999998,-3.8178,-3.72375,-3.62265,-3.5036,-3.33875,-3.1212999999999997,-2.8651,-2.575,-2.2809
78.5,25.14955,15.4854,-2.8278499999999998,-29.35975,-40.08785,-41.45815,-24.47005,-7.4598,8.9068,3.8852,2.94325,5.0421,4.0143,2.133,0.25515,-0.83675,-1.27595,-1.3101,-1.25905,-1.30285,-1.5492,-2.21365,-2.6642,-3.0817,-3.6372999999999998,-4.0073,-3.88995,-3.71395,-3.52705,-3.3591499999999996,-3.2196499999999997,-3.0968999999999998,-2.9494499999999997,-2.7691999999999997,-2.58175,-2.3948,-2.16465
80.5,26.3275,17.8544,1.5684,-28.01565,-39.66415,-41.1928,-24.521050000000002,-7.8042,9.3799,4.1097,2.32835,4.2325,3.9283,2.5806,0.9958,0.07445,-0.50675,-1.0765,-1.7590000000000001,-2.16175,-2.22345,-2.44795,-2.4843,-2.85385,-3.38825,-3.71365,-3.6625,-3.5244,-3.3506,-3.1515,-2.9529,-2.7790999999999997,-2.6304,-2.5089,-2.404,-2.2409999999999997,-1.9989
82.5,27.6632,20.03165,4.8919,-26.43705,-39.44825,-40.90875,-24.55175,-7.9574,8.736,3.88965,2.152,3.1291,1.91925,0.23464999999999997,-1.21075,-2.03835,-2.2951,-2.39745,-3.3016,-4.00195,-3.5956,-2.9669,-2.63095,-2.78345,-3.14595,-3.5411,-3.7201500000000003,-3.6872,-3.6149,-3.5290999999999997,-3.43895,-3.357,-3.26305,-3.1483499999999998,-2.9987000000000004,-2.7529500000000002,-2.43705
84.5,29.29025,22.775750000000002,8.6417,-24.42295,-38.97705,-40.5842,-24.8984,-8.5276,8.66095,3.2878,1.16815,1.8487,0.8311499999999999,-0.178,-1.07205,-1.8964999999999999,-2.4707999999999997,-2.61915,-2.7769500000000003,-3.8219,-4.6073,-4.4171,-3.8899999999999997,-3.7663,-4.00215,-4.14445,-3.99705,-3.8712,-3.7409499999999998,-3.60235,-3.4584,-3.32205,-3.18225,-3.01915,-2.8439,-2.6289499999999997,-2.40495
86.5,30.434649999999998,24.874000000000002,11.41365,-21.91225,-38.663650000000004,-40.263400000000004,-24.9698,-9.44535,8.790849999999999,3.51365,0.1718,0.89615,0.6207,-0.002950000000000008,-0.50175,-0.9937500000000001,-1.4427500000000002,-1.9484500000000002,-2.35515,-2.95865,-3.7641,-4.67135,-4.788349999999999,-4.50035,-4.2459,-4.1635,-4.07895,-3.9742499999999996,-3.85195,-3.7225,-3.5858,-3.4308500000000004,-3.2468500000000002,-3.04635,-2.863,-2.6807,-2.4509
88.5,31.68085,26.4307,13.423,-18.5348,-38.10685,-40.14605,-24.897350000000003,-10.059149999999999,8.646049999999999,3.6681999999999997,-0.2998,1.2502,1.7727,1.3077999999999999,0.7644,0.432,0.1114,-1.08105,-2.26785,-2.9871,-3.4678500000000003,-4.098,-4.56235,-4.7675,-4.6826,-4.4456500000000005,-4.244,-4.11665,-3.95995,-3.7736,-3.5651,-3.3452,-3.1178,-2.87705,-2.6683,-2.4416,-2.1843000000000004
90.5,32.45595,27.8307,15.3433,-15.4969,-37.41155,-40.40145,-25.0657,-10.69885,8.8264,3.4063,-1.1155,1.80985,3.05925,2.6896500000000003,1.8615499999999998,1.0062,0.22625,-1.31765,-3.1211,-4.6308,-4.7114,-4.2002500000000005,-4.006,-4.1503499999999995,-4.22935,-4.0918,-3.82045,-3.6279500000000002,-3.40255,-3.15555,-2.91445,-2.7154499999999997,-2.55485,-2.4158999999999997,-2.2949,-2.1220499999999998,-1.923
92.5,32.326,28.8201,16.77735,-12.5317,-36.186800000000005,-40.4679,-25.150100000000002,-10.996300000000002,8.5823,3.4747,-2.6639,2.1228,4.14585,3.5186,2.2656,1.3274,0.62405,-0.8019000000000001,-2.5255,-4.10815,-4.6636500000000005,-4.6608,-4.38275,-4.2361,-4.1584,-3.99475,-3.7742,-3.63455,-3.4448,-3.20735,-2.9617,-2.74125,-2.5807,-2.48495,-2.3885,-2.1740500000000003,-1.93615
94.5,32.40885,29.4941,17.9122,-10.3712,-35.0531,-40.7542,-25.469099999999997,-11.4485,8.37855,3.0248,-2.58185,0.48114999999999997,2.7576,2.308,1.1611,-0.005199999999999982,-0.8182,-1.51215,-2.5465,-3.53755,-3.9521499999999996,-4.1282499999999995,-4.138249999999999,-4.10985,-4.1043,-4.0177,-3.853,-3.7028499999999998,-3.51175,-3.2925,-3.0694999999999997,-2.8745000000000003,-2.71555,-2.6031,-2.5387500000000003,-2.3920500000000002,-2.1717500000000003
96.5,32.28789999999999,30.28775,18.7965,-7.48445,-33.2372,-41.08865,-25.54795,-11.5017,8.46555,2.7990500000000003,-1.4914999999999998,0.8532,2.74345,2.7982,1.97545,1.02015,0.25434999999999997,-0.8396999999999999,-2.2984999999999998,-3.3757,-3.3571,-3.3922,-3.69345,-3.74245,-3.68665,-3.7796000000000003,-3.7727,-3.6563499999999998,-3.4969,-3.32635,-3.1755,-3.05475,-2.9419,-2.8262,-2.7386,-2.5374,-2.2906
98.5,32.1378,31.2299,19.852200000000003,-5.43775,-31.63585,-41.0709,-25.806649999999998,-11.782599999999999,8.8012,3.5849,-0.5367,1.5223499999999999,3.46945,3.8779,3.55375,3.28945,2.83135,1.25275,-0.5761499999999999,-2.10665,-2.85065,-3.13385,-3.61315,-4.01295,-4.162100000000001,-4.0943000000000005,-3.92555,-3.7437,-3.5513000000000003,-3.36925,-3.20635,-3.05655,-2.9002499999999998,-2.74945,-2.61965,-2.4025499999999997,-2.13565
100.5,31.9319,32.3398,20.9045,-3.4252000000000002,-29.70295,-41.07335,-26.13475,-12.0951,8.49045,4.5457,-0.29985,1.6793,3.7579000000000002,4.21455,4.0202,3.8217,3.5382,2.1018,0.18059999999999998,-1.1202,-2.05385,-2.7514000000000003,-3.1975499999999997,-3.6800499999999996,-3.98705,-3.8936,-3.46615,-3.2199999999999998,-3.01315,-2.8269,-2.6325000000000003,-2.4433,-2.25995,-2.09865,-1.97805,-1.7957,-1.55255
102.5,31.49655,33.1819,22.438299999999998,-1.4821,-27.723799999999997,-41.0964,-26.62575,-12.5625,8.63955,5.1251,0.75865,1.4272,2.46385,2.8823999999999996,2.7693000000000003,2.625,2.4522500000000003,1.9520499999999998,0.8577,-0.14204999999999998,-0.9644,-2.0253,-2.7983000000000002,-3.4157,-3.82145,-3.7696,-3.3585000000000003,-3.09435,-2.826,-2.56675,-2.3366,-2.1686,-2.0675499999999998,-2.0208500000000003,-1.99355,-1.8484500000000001,-1.6163500000000002
104.5,30.9277,34.1593,23.8765,0.94455,-25.4497,-40.6857,-26.8161,-13.0114,8.60565,5.45975,1.7815500000000002,1.23325,1.05525,1.4367999999999999,1.60145,1.5932499999999998,1.68675,1.4056000000000002,0.5522,-0.1636,-0.3994,-0.7995,-1.5625,-2.39145,-3.11935,-3.4434,-3.1978,-2.9776499999999997,-2.72465,-2.4497999999999998,-2.1825,-1.9506,-1.78455,-1.7093500000000001,-1.6883,-1.58195,-1.3820000000000001
106.5,30.2503,34.8962,24.95865,3.5007,-23.21965,-40.3733,-27.122799999999998,-13.59205,8.70075,6.37805,1.4028999999999998,2.2159,1.91125,1.46435,1.16865,0.92055,0.7857500000000001,0.7347,0.05454999999999999,-0.84795,-1.1398000000000001,-1.33385,-1.60235,-2.0981,-2.52025,-2.6172500000000003,-2.4494,-2.3442,-2.2375,-2.12275,-1.99225,-1.86765,-1.78945,-1.7525499999999998,-1.72385,-1.6315499999999998,-1.45845
108.5,29.38715,35.078900000000004,25.15305,4.27815,-21.34215,-39.866749999999996,-27.44845,-14.161,9.2333,6.8091,1.6741000000000001,2.4368999999999996,2.0808,1.14455,0.0917,-0.54285,-0.6947,-0.49385,-0.11245,-0.50575,-1.03015,-1.26105,-1.3996499999999998,-1.8328,-2.40325,-2.64215,-2.59245,-2.4724500000000003,-2.28755,-2.0595,-1.8413,-1.6764999999999999,-1.58345,-1.5645,-1.59345,-1.55755,-1.4221
