index,C00,C01,C02,C03,C04,C05,C06,C07,C08,C09,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C28,C29,C30,C31,C32,C33,C34,C35,C36
227,-22.4941,22.5533,12.6137,-2.1548,-0.7915,2.0532,-26.7708,-29.6308,-12.5934,-4.6519,3.2553,7.9869,9.0459,8.0087,6.6519,5.5867,4.7772,3.2989,1.8719,0.5614,-0.4152,-1.0358,-1.3985,-1.7136,-1.9886,-2.2824,-2.5585,-2.6508,-2.6883,-2.6645,-2.6020,-2.5330,-2.4833,-2.4204,-2.3104,-2.1362,-1.9625
228,-33.6657,-13.6167,-0.2156,-8.8505,-3.3396,2.6316,-19.0890,-30.2294,-13.2461,-4.2881,-0.8535,2.1743,4.5356,5.3889,5.4216,5.2107,4.9410,4.1078,2.7190,1.0845,-0.2275,-1.1556,-1.6746,-1.9605,-2.1738,-2.4054,-2.6885,-2.8321,-2.9560,-3.0509,-3.1128,-3.1423,-3.1452,-3.0833,-2.9216,-2.6889,-2.4638
229,10.1980,-27.0130,-20.7629,-12.4208,-1.0965,6.8697,-9.2020,-28.0982,-13.3095,-4.3831,-1.5251,-0.5171,0.1019,0.4458,0.6259,0.7012,0.6626,0.3311,-0.3807,-1.5485,-2.3489,-2.6368,-2.7461,-2.8486,-2.8952,-2.9297,-2.9975,-3.0390,-3.0777,-3.1142,-3.1520,-3.1821,-3.1709,-3.0874,-2.9149,-2.6837,-2.4476
230,29.9151,-3.6489,-23.5545,-1.1198,9.4192,11.3658,-2.6929,-23.8608,-14.0857,-4.1472,-1.3641,0.1824,0.9551,0.4209,-0.4117,-1.0075,-1.3820,-2.0830,-2.9024,-3.5587,-3.8392,-3.7817,-3.5680,-3.4246,-3.3288,-3.3305,-3.3534,-3.3380,-3.3126,-3.2870,-3.2567,-3.2096,-3.1356,-3.0337,-2.9003,-2.7125,-2.4945
231,41.8044,19.8080,2.1418,3.2635,11.2444,11.4951,1.2432,-17.2884,-16.6000,-5.4385,0.8411,3.4915,4.0365,3.1866,2.1379,1.3143,0.6200,-0.7961,-2.1154,-3.0353,-3.4782,-3.7134,-3.8649,-4.0499,-4.2050,-4.2452,-4.1177,-4.0155,-3.8966,-3.7719,-3.6544,-3.5355,-3.4000,-3.2465,-3.0807,-2.8732,-2.6349
232,29.9394,26.8905,18.6010,5.0742,6.0609,9.1272,6.5084,-6.4699,-19.5200,-7.7882,0.3746,2.6317,2.2375,1.3035,0.4874,-0.0753,-0.4835,-1.2518,-2.0138,-2.6224,-3.0473,-3.3167,-3.4825,-3.6350,-3.6799,-3.5643,-3.3618,-3.2595,-3.1603,-3.0762,-3.0169,-2.9772,-2.9355,-2.8866,-2.8271,-2.6865,-2.4783
233,-5.4253,18.7699,23.3946,6.6071,-1.9098,2.3228,8.9063,1.6142,-17.6628,-11.6856,-3.6883,-1.8369,-2.6777,-3.7822,-4.3937,-4.6768,-4.7751,-4.8932,-4.9816,-4.9021,-4.7772,-4.5895,-4.3466,-4.1766,-3.9906,-3.6953,-3.4357,-3.3229,-3.2098,-3.1059,-3.0240,-2.9651,-2.9072,-2.8459,-2.7754,-2.6208,-2.4183
234,-22.4570,27.0378,31.0186,15.7081,1.0977,-6.2958,8.0566,6.0812,-7.7150,-14.3297,-8.4551,-6.4640,-6.6217,-6.6547,-6.3102,-5.8970,-5.5468,-5.0804,-4.8355,-4.6903,-4.5079,-4.1917,-3.7631,-3.4285,-3.1908,-2.8793,-2.6178,-2.5160,-2.4450,-2.4307,-2.4708,-2.5386,-2.5963,-2.6246,-2.6135,-2.4603,-2.2640
235,-9.7845,34.3027,34.3583,14.9819,-1.8036,-11.0276,8.6788,6.7098,0.6879,-8.5095,-8.8980,-8.9453,-10.5371,-10.8361,-10.2655,-9.6190,-9.0789,-8.1422,-7.1024,-6.0862,-5.3444,-4.7857,-4.2513,-3.8198,-3.5259,-3.1669,-2.7972,-2.6457,-2.5324,-2.4719,-2.4568,-2.4781,-2.5103,-2.5249,-2.5095,-2.3818,-2.2193
236,3.8226,42.4553,36.5607,13.0032,-5.7580,-14.0093,8.8572,8.0786,4.4369,-2.7497,-6.5987,-5.7058,-6.2454,-6.8735,-6.8783,-6.5756,-6.2682,-5.8752,-5.7523,-5.7380,-5.5555,-5.2609,-4.8626,-4.5173,-4.1890,-3.7166,-3.2166,-2.9854,-2.7679,-2.5795,-2.4325,-2.3344,-2.2782,-2.2441,-2.2157,-2.1030,-1.9512
237,7.6990,45.5008,39.7940,17.5650,-3.0383,-17.0114,5.8875,9.5588,7.7748,2.2352,-2.4648,-0.4448,-0.1020,-0.7655,-1.3578,-1.6973,-1.9251,-2.4558,-2.9833,-3.3011,-3.4117,-3.4605,-3.4309,-3.4703,-3.5019,-3.3641,-3.0713,-2.9017,-2.7285,-2.5695,-2.4377,-2.3370,-2.2609,-2.1898,-2.1330,-2.0294,-1.8860
238,-7.7551,36.2943,35.0490,15.6341,-3.5766,-18.5514,0.7883,9.4076,8.5781,4.3705,1.0647,3.5748,4.0430,3.1022,1.9108,0.9916,0.3725,-0.5759,-1.4109,-2.1158,-2.6971,-3.1303,-3.3660,-3.5975,-3.8164,-3.9117,-3.8333,-3.6986,-3.5101,-3.2920,-3.0753,-2.8897,-2.7340,-2.5837,-2.4543,-2.3067,-2.1371
239,-19.6576,20.4054,19.4702,-0.0382,-18.4087,-23.4775,-3.1280,7.8326,7.1304,1.0786,4.3549,8.5747,8.6956,7.1612,5.6236,4.4633,3.5923,2.1612,0.8700,-0.3036,-1.0878,-1.6147,-2.0968,-2.6137,-3.0212,-3.2582,-3.3702,-3.3717,-3.3301,-3.2499,-3.1559,-3.0794,-3.0142,-2.9032,-2.7324,-2.4993,-2.2816
240,-24.6824,12.1971,8.9103,-15.9010,-36.1442,-27.9637,-4.8877,4.6623,4.4376,-1.0194,-2.2037,-0.8905,0.3470,1.1166,1.3566,1.3642,1.2245,0.7149,-0.1344,-1.1923,-2.1705,-2.6957,-2.8430,-2.9183,-2.9866,-3.0893,-3.2883,-3.3893,-3.4600,-3.4953,-3.4952,-3.4671,-3.4134,-3.3062,-3.1224,-2.8683,-2.6191
241,-22.1633,16.6863,16.3741,-14.1417,-36.7936,-29.9670,-7.4324,1.7110,4.8195,0.5040,-3.0853,-2.4264,-0.5540,0.7005,1.0538,1.0014,0.8465,0.3274,-0.7276,-1.9486,-2.8184,-3.2707,-3.3365,-3.3198,-3.2913,-3.2514,-3.2362,-3.2326,-3.2236,-3.2148,-3.2122,-3.2154,-3.1969,-3.1173,-2.9482,-2.6936,-2.4476
242,-9.6084,22.5465,26.0077,5.3765,-18.4300,-29.0968,-11.8405,-3.7428,5.3325,1.5034,0.2409,1.2730,1.5804,1.3712,0.8577,0.4752,0.2825,0.1117,-0.2269,-0.8582,-1.4574,-1.8789,-2.1924,-2.4264,-2.6573,-2.9292,-3.1448,-3.1983,-3.2208,-3.2188,-3.2040,-3.1755,-3.1206,-3.0265,-2.8871,-2.7084,-2.5004
243,-3.1456,29.7401,31.7998,18.0975,1.3481,-21.4351,-17.1828,-9.8052,4.4088,3.4218,2.3056,4.0955,3.9639,2.8787,1.7774,0.9982,0.4846,-0.4787,-1.4659,-2.2637,-2.7620,-3.0929,-3.3505,-3.6974,-4.0312,-4.1983,-4.1420,-4.0407,-3.9054,-3.7498,-3.5979,-3.4564,-3.3077,-3.1487,-2.9814,-2.7819,-2.5558
244,1.2428,33.0318,35.5962,23.8316,10.9781,-9.9065,-22.7981,-17.4096,0.4623,3.7174,1.6894,1.9291,1.9030,1.1293,0.3104,-0.2479,-0.6632,-1.4638,-2.2296,-2.6980,-2.9652,-3.2043,-3.3526,-3.5332,-3.6615,-3.6431,-3.5007,-3.3956,-3.2794,-3.1663,-3.0710,-2.9928,-2.9217,-2.8651,-2.8012,-2.6530,-2.4547
245,4.8070,25.8915,25.9705,14.0332,6.3644,-5.0652,-27.4329,-22.6464,-4.6568,-0.3236,-2.5957,-3.5580,-4.0556,-4.4970,-4.8012,-4.7620,-4.5475,-4.2120,-4.1273,-4.1729,-4.2359,-4.2247,-4.0599,-3.9488,-3.7957,-3.5072,-3.2145,-3.0930,-2.9869,-2.9046,-2.8485,-2.8126,-2.7812,-2.7517,-2.7030,-2.5566,-2.3734
246,8.0446,18.6475,17.2852,4.5806,-0.7478,-6.9639,-29.0663,-27.0427,-10.3727,-3.5791,-4.9404,-5.2082,-6.4118,-6.9790,-6.9493,-6.8027,-6.6054,-6.2401,-6.0120,-5.8207,-5.5589,-5.2188,-4.7036,-4.1903,-3.7013,-3.2087,-2.9303,-2.8868,-2.8756,-2.8952,-2.9336,-2.9610,-2.9487,-2.9005,-2.8239,-2.6541,-2.4718
247,22.7962,17.7676,13.5340,2.4094,-2.2625,-4.8841,-27.1148,-27.5857,-12.2879,-6.2442,-6.6810,-7.6470,-7.6164,-6.8321,-6.4506,-6.2679,-6.0683,-5.4252,-4.7207,-4.3261,-4.1165,-3.9716,-3.8010,-3.7274,-3.5572,-3.2840,-3.0918,-3.0125,-2.9465,-2.9148,-2.9119,-2.9194,-2.9103,-2.8731,-2.8011,-2.6258,-2.4370
248,31.5738,20.9403,13.4414,1.9622,-1.1544,1.4649,-15.6765,-28.0066,-13.0972,-4.7808,-4.6353,-4.3256,-4.5874,-4.8431,-5.0019,-5.0929,-5.0714,-4.7892,-4.5723,-4.5059,-4.3746,-4.1636,-3.9570,-3.9316,-3.9440,-3.6645,-3.2591,-3.0584,-2.8718,-2.7133,-2.5931,-2.5174,-2.4721,-2.4343,-2.3953,-2.2829,-2.1351
249,33.5611,26.5985,15.5990,0.2380,2.2666,8.9602,-4.4833,-26.3602,-14.0577,-4.4600,-2.6119,-1.3383,-0.6757,-0.9403,-1.5012,-1.9175,-2.1893,-2.5052,-2.8488,-3.1399,-3.2714,-3.3268,-3.3750,-3.4590,-3.4955,-3.3595,-3.0918,-2.9312,-2.7666,-2.6116,-2.4789,-2.3799,-2.3105,-2.2503,-2.2005,-2.0984,-1.9513
250,20.6676,24.8647,16.6295,1.8406,4.2532,12.1682,2.7693,-20.7414,-15.8248,-5.0704,1.2195,3.8384,3.8182,2.6958,1.6007,0.8404,0.2751,-0.7747,-1.7399,-2.4477,-2.9217,-3.2151,-3.3868,-3.5610,-3.7059,-3.6938,-3.5807,-3.4750,-3.3298,-3.1458,-2.9415,-2.7493,-2.5896,-2.4432,-2.3197,-2.1896,-2.0340
251,-27.2526,14.1002,6.1902,-11.4144,0.0571,12.1536,5.8735,-13.2352,-17.8749,-6.8728,0.4839,4.6520,5.9481,5.6866,4.8814,4.1338,3.5032,2.2920,0.9983,-0.2959,-1.3245,-1.9945,-2.4361,-2.8085,-3.1023,-3.2967,-3.4034,-3.4042,-3.3559,-3.2562,-3.1312,-3.0202,-2.9399,-2.8463,-2.7213,-2.5425,-2.3503
252,-45.3966,0.5868,-6.7403,-17.5569,1.5915,13.3842,7.6898,-8.1246,-19.0572,-7.7592,0.2301,4.2511,5.7931,5.4744,4.4693,3.5394,2.8480,1.7007,0.4177,-0.8251,-1.7618,-2.3529,-2.6064,-2.8349,-2.9984,-3.1007,-3.2000,-3.2276,-3.2285,-3.2078,-3.1805,-3.1593,-3.1314,-3.0572,-2.9127,-2.6906,-2.4585
253,-36.0485,-11.5041,-15.3956,-13.6655,5.1781,13.7259,9.9303,-2.0026,-18.6729,-8.1221,-1.5178,0.4006,0.8982,0.8104,0.5155,0.2254,-0.1172,-0.9090,-1.7559,-2.5325,-3.1452,-3.5394,-3.6893,-3.7807,-3.7568,-3.6544,-3.5813,-3.5618,-3.5543,-3.5517,-3.5432,-3.5163,-3.4454,-3.3107,-3.1144,-2.8568,-2.5987
254,-0.6802,-22.0816,-20.7619,-6.7970,8.0443,15.0612,11.1916,-0.9579,-18.7968,-9.2043,3.2529,7.6727,7.7856,6.2437,4.6391,3.4479,2.5747,1.0090,-0.5193,-1.7865,-2.5354,-2.8816,-3.0026,-3.0834,-3.0908,-3.1155,-3.1970,-3.2139,-3.2055,-3.1742,-3.1263,-3.0651,-2.9831,-2.8724,-2.7135,-2.5042,-2.2801
255,22.7223,-1.3152,-16.4766,-6.1007,8.0124,15.0136,13.7160,5.2978,-13.2370,-9.8484,-1.6346,1.7390,2.5541,2.0638,1.2559,0.6398,0.1253,-0.9094,-1.8555,-2.5859,-3.1391,-3.5785,-3.8473,-4.1030,-4.2878,-4.3451,-4.2660,-4.1576,-4.0124,-3.8496,-3.6947,-3.5530,-3.4083,-3.2551,-3.1012,-2.9004,-2.6635
256,23.8763,12.8075,-4.1954,-14.7111,-2.3277,11.4396,13.8885,10.4469,-1.9624,-7.7210,-2.8933,0.9222,2.2980,2.0809,1.5402,1.0860,0.7100,-0.0825,-1.0835,-1.9712,-2.6541,-3.1106,-3.4190,-3.6834,-3.8277,-3.8493,-3.7809,-3.7040,-3.6027,-3.4971,-3.4065,-3.3379,-3.2760,-3.2097,-3.1193,-2.9452,-2.7148
257,23.5113,15.7013,4.7906,-14.4219,-12.3415,0.7774,11.4554,8.9366,3.9682,-3.5473,-5.8930,-4.7328,-4.3509,-4.4452,-4.4507,-4.3071,-4.1661,-4.0353,-3.9310,-3.9027,-3.9209,-3.9347,-3.8142,-3.6678,-3.4867,-3.2416,-3.0380,-2.9813,-2.9486,-2.9430,-2.9588,-2.9761,-2.9684,-2.9366,-2.8773,-2.7106,-2.5088
258,17.6141,14.6233,3.7193,-13.2562,-15.7716,-7.3760,8.4809,7.2641,5.1659,-0.9036,-6.0684,-7.4570,-9.0121,-9.3715,-8.9855,-8.4435,-7.9287,-7.0776,-6.3767,-5.8654,-5.2795,-4.6583,-4.0278,-3.5412,-3.1548,-2.7766,-2.5305,-2.4715,-2.4481,-2.4696,-2.5289,-2.6106,-2.6845,-2.7295,-2.7273,-2.5857,-2.4105
259,20.8304,26.0757,11.7446,-16.5198,-23.2121,-12.8267,5.4168,6.2873,3.8371,-0.7515,-5.5428,-6.2149,-7.3515,-7.6927,-7.6977,-7.7012,-7.5663,-6.9137,-6.3262,-5.9298,-5.4337,-4.9229,-4.3886,-3.8677,-3.4040,-3.0132,-2.7504,-2.6722,-2.6333,-2.6367,-2.6670,-2.7075,-2.7421,-2.7569,-2.7235,-2.5754,-2.4067
260,27.1055,32.6036,20.8325,-6.9810,-22.7172,-16.4539,5.0055,6.5579,4.1379,-0.3024,-5.8086,-7.5412,-9.2721,-9.9321,-9.7045,-9.2162,-8.7793,-8.0123,-7.3233,-6.8207,-6.2893,-5.7686,-5.3337,-5.0812,-4.8413,-4.3178,-3.7379,-3.4801,-3.2488,-3.0569,-2.9155,-2.8354,-2.7948,-2.7456,-2.6669,-2.5092,-2.3300
261,24.6969,34.5378,25.3773,0.6329,-18.4387,-18.4023,2.1626,7.4737,6.3959,2.4464,-2.5200,-2.5556,-2.8491,-2.7001,-2.6938,-2.8540,-3.0025,-3.2448,-3.5508,-3.8678,-3.9934,-4.0226,-4.0424,-4.1437,-4.2631,-4.1824,-3.9575,-3.7805,-3.5612,-3.3212,-3.1014,-2.9349,-2.8087,-2.6775,-2.5502,-2.4037,-2.2356
262,10.7986,26.7596,19.8604,-0.5110,-18.5199,-22.6257,-4.0850,7.6579,8.6876,3.9601,0.2259,0.7862,0.8674,0.2320,-0.6325,-1.3028,-1.7767,-2.4811,-3.1255,-3.7237,-4.0074,-4.0710,-4.0807,-4.1745,-4.2800,-4.2260,-4.0849,-3.9875,-3.8670,-3.7361,-3.6115,-3.4922,-3.3644,-3.2074,-3.0526,-2.8819,-2.6851
263,-3.7485,4.4247,3.5646,-12.0627,-25.5820,-27.9744,-10.6454,4.4427,7.5807,1.8984,0.8403,3.1623,3.8023,3.1692,2.2050,1.4222,0.8325,-0.0950,-1.1068,-2.1277,-2.8407,-3.1726,-3.3038,-3.4378,-3.5404,-3.5743,-3.6268,-3.6552,-3.6653,-3.6464,-3.6117,-3.5853,-3.5365,-3.4242,-3.2445,-3.0029,-2.7608
264,-30.8094,-26.1069,-25.8360,-35.6542,-38.1685,-31.2456,-13.1911,3.3292,6.7578,-0.0865,-2.3576,-0.3225,1.0610,1.0672,0.5887,0.1516,-0.2305,-0.8775,-1.7471,-2.7635,-3.3949,-3.7010,-3.7272,-3.6878,-3.5825,-3.4998,-3.4904,-3.4887,-3.4764,-3.4685,-3.4797,-3.5007,-3.4961,-3.4236,-3.2690,-3.0216,-2.7606
265,-12.6168,-39.8416,-44.2991,-48.3776,-39.4190,-32.1073,-12.0948,4.8906,7.2484,-0.1247,-1.9327,-0.4111,0.0900,0.0884,-0.2683,-0.6588,-0.9885,-1.4207,-2.0653,-3.0813,-3.8198,-3.9972,-3.8183,-3.6406,-3.4845,-3.2946,-3.1344,-3.0753,-3.0392,-3.0322,-3.0490,-3.0736,-3.0736,-3.0203,-2.8947,-2.6876,-2.4665
266,7.1132,-7.7337,-33.3351,-45.6359,-37.5209,-32.9383,-15.4641,2.8612,8.1244,1.4245,-0.2520,2.1764,2.5449,1.7798,0.6902,-0.2809,-1.0032,-2.0338,-2.7941,-3.4188,-3.7783,-3.9117,-3.8789,-3.8653,-3.9149,-3.9817,-4.0068,-3.9728,-3.9089,-3.8244,-3.7361,-3.6423,-3.5228,-3.3683,-3.1771,-2.9487,-2.7041
267,19.3580,17.8828,0.4633,-32.6335,-37.3188,-33.1002,-22.5641,-3.8799,9.7325,4.3746,0.3979,4.0714,5.4127,4.9470,4.0048,3.2643,2.7327,1.6799,0.4785,-0.6054,-1.4891,-2.1250,-2.5911,-3.0382,-3.4011,-3.6760,-3.7853,-3.7468,-3.6631,-3.5511,-3.4349,-3.3176,-3.1847,-3.0370,-2.8790,-2.6947,-2.4810
268,10.2540,19.0813,10.9474,-19.8055,-35.2435,-34.0027,-26.6764,-13.4876,7.2690,5.0919,1.7369,3.7542,3.9726,3.0714,2.1283,1.4730,0.9859,-0.0220,-0.9904,-1.6231,-1.9843,-2.3297,-2.7157,-3.1386,-3.4310,-3.5953,-3.6794,-3.6590,-3.6019,-3.5302,-3.4613,-3.3890,-3.2914,-3.1728,-3.0303,-2.8332,-2.6058
269,-12.4888,12.0641,10.2307,-4.3264,-18.7778,-31.2242,-29.6275,-20.6323,3.4534,4.5767,-2.8724,-4.7546,-5.9102,-6.2235,-6.0742,-5.7776,-5.4724,-5.0051,-4.8057,-4.6615,-4.3891,-3.9760,-3.6462,-3.5154,-3.3943,-3.0799,-2.7242,-2.5644,-2.4266,-2.3276,-2.2835,-2.2896,-2.3071,-2.3271,-2.3376,-2.2534,-2.1042
270,-22.5716,2.0494,4.7003,-3.3678,-10.4679,-24.8938,-31.3302,-23.7912,-1.4840,2.4860,-4.3722,-4.8849,-5.7156,-5.6883,-5.2654,-5.0087,-4.8387,-4.5980,-4.2857,-4.0031,-3.7695,-3.5180,-3.2514,-3.0705,-2.9106,-2.6330,-2.4557,-2.4213,-2.4115,-2.4265,-2.4624,-2.5064,-2.5390,-2.5598,-2.5467,-2.4192,-2.2593
271,-27.3929,1.7525,7.0027,-1.3063,-8.6873,-23.1268,-32.5467,-24.5557,-3.4566,1.2052,-3.8408,-5.0877,-6.6455,-7.9232,-8.2193,-8.0248,-7.6749,-6.9452,-6.2314,-5.7896,-5.3748,-4.9255,-4.4425,-4.0209,-3.5859,-3.0843,-2.6913,-2.5583,-2.4670,-2.4262,-2.4325,-2.4747,-2.5295,-2.5662,-2.5508,-2.4233,-2.2640
272,-4.5663,1.4433,6.7981,0.6221,-8.1463,-23.0174,-32.6887,-26.0497,-4.3367,1.6041,-2.4435,-2.4125,-3.0975,-4.0772,-4.6834,-4.9923,-5.1767,-5.2299,-5.0129,-4.7006,-4.5095,-4.3183,-4.2477,-4.3491,-4.3266,-3.9788,-3.5027,-3.2593,-3.0354,-2.8443,-2.6980,-2.6225,-2.6123,-2.5966,-2.5323,-2.3740,-2.1899
273,2.7606,9.5066,13.7245,10.7087,3.7632,-12.1842,-33.1781,-26.3018,-5.0145,1.7942,-0.6871,1.4647,2.0500,1.1647,0.1278,-0.6755,-1.2677,-2.0287,-2.4417,-2.7969,-3.0804,-3.2591,-3.3247,-3.4324,-3.4512,-3.2680,-2.9772,-2.8199,-2.6588,-2.5043,-2.3835,-2.3293,-2.3255,-2.3153,-2.2761,-2.1700,-2.0244
274,-13.4577,-0.9720,9.2498,10.6396,8.8313,0.8944,-33.2245,-26.0276,-6.1444,-0.0051,-0.4430,3.0790,4.7380,4.5719,3.7110,2.8786,2.2034,1.1098,0.1246,-0.6996,-1.2857,-1.7558,-2.2125,-2.7034,-3.0899,-3.3284,-3.3471,-3.2526,-3.1058,-2.9375,-2.7859,-2.6720,-2.5857,-2.5075,-2.4332,-2.3181,-2.1685
275,-32.4408,-23.8954,-14.1079,-4.0700,1.2222,1.4376,-30.1612,-25.8571,-7.4197,-0.1329,1.4019,3.9344,4.5601,3.9939,3.1996,2.5641,2.0623,1.2492,0.3745,-0.5818,-1.3395,-1.8374,-2.1408,-2.4439,-2.7263,-2.9770,-3.1805,-3.2300,-3.2253,-3.1632,-3.0630,-2.9600,-2.8850,-2.7991,-2.6733,-2.4937,-2.3040
276,-30.8435,-49.2622,-30.0051,-11.1670,-4.6856,-4.6729,-32.7920,-27.4351,-10.3268,-3.3109,-2.7035,-1.3049,-0.6840,-0.6034,-0.7210,-0.7969,-0.8897,-1.4009,-2.3098,-3.2817,-3.8582,-4.0235,-3.8620,-3.6351,-3.4604,-3.3247,-3.2452,-3.2008,-3.1508,-3.1112,-3.0834,-3.0512,-2.9978,-2.9009,-2.7642,-2.5759,-2.3735
277,-0.5169,-17.0493,-23.1497,-13.7031,-8.7998,-10.4971,-36.1451,-28.1433,-9.7809,-2.4288,-5.3184,-6.5791,-6.5298,-5.8768,-5.4522,-5.1466,-4.9721,-4.9076,-5.0237,-5.1031,-5.0955,-4.8760,-4.5553,-4.3897,-4.3040,-4.1859,-4.0076,-3.9085,-3.8144,-3.7288,-3.6444,-3.5419,-3.3983,-3.2187,-3.0359,-2.8278,-2.6095
278,6.1978,11.3976,6.9675,-2.2800,-3.5603,-7.0993,-35.0230,-30.2105,-11.9770,-1.0238,-0.5769,0.2444,0.5706,0.4414,-0.0663,-0.6030,-1.0504,-1.8212,-2.5677,-3.2287,-3.6716,-3.8627,-3.8205,-3.7957,-3.7779,-3.7371,-3.7075,-3.6826,-3.6432,-3.5866,-3.5142,-3.4160,-3.2761,-3.0964,-2.8954,-2.6787,-2.4594
279,12.9201,17.0194,14.5711,6.8726,2.3228,-1.8007,-31.8424,-30.1141,-15.5541,-3.9725,1.2315,3.8858,4.7219,4.1243,3.2438,2.5859,2.1317,1.1683,-0.0153,-1.0355,-1.7073,-2.1901,-2.5661,-2.9337,-3.2697,-3.4757,-3.4800,-3.4204,-3.3352,-3.2391,-3.1536,-3.0764,-2.9829,-2.8726,-2.7528,-2.6004,-2.4226
280,10.7294,24.4096,21.4247,13.0020,8.6088,6.1372,-16.7810,-31.1241,-18.5143,-6.3427,0.9307,3.7166,4.1995,3.3943,2.4661,1.8052,1.2779,0.3689,-0.4524,-1.2137,-1.7798,-2.2188,-2.6208,-3.0301,-3.3315,-3.4310,-3.4097,-3.3637,-3.2965,-3.2231,-3.1559,-3.0840,-2.9814,-2.8547,-2.7143,-2.5354,-2.3353
281,11.7619,25.3821,20.6870,12.2463,10.1504,7.9910,-1.0715,-22.7544,-21.0410,-9.4550,-2.4961,-2.2288,-3.8811,-4.9854,-5.1247,-4.8797,-4.5093,-3.7303,-3.3224,-3.2537,-3.1049,-3.1241,-3.1877,-3.2072,-3.1181,-2.8533,-2.5928,-2.5018,-2.4264,-2.3698,-2.3392,-2.3326,-2.3262,-2.3146,-2.2825,-2.1640,-2.0086
282,2.6209,22.0155,17.5778,3.8921,1.7630,5.0869,6.9777,-6.6287,-23.5266,-14.1597,-6.2498,-6.5620,-7.9816,-8.2622,-7.8968,-7.4136,-7.0133,-6.3757,-5.7376,-5.2363,-4.8641,-4.4632,-3.9641,-3.5389,-3.1818,-2.7484,-2.4102,-2.2985,-2.2247,-2.2114,-2.2581,-2.3428,-2.4237,-2.4793,-2.4793,-2.3471,-2.1942
283,-4.8961,20.4599,13.7004,-5.9171,-4.4034,5.8371,8.6769,3.3130,-17.9475,-16.6977,-6.6909,-5.1464,-5.6576,-6.1252,-6.3732,-6.5087,-6.5064,-6.1667,-5.6716,-5.3356,-5.0212,-4.6925,-4.1906,-3.8282,-3.4906,-3.0282,-2.7040,-2.6185,-2.5639,-2.5423,-2.5562,-2.6017,-2.6437,-2.6489,-2.6012,-2.4499,-2.2824
284,-10.5046,23.4769,13.9519,-4.6040,0.8651,9.9719,10.5814,7.2693,-7.2866,-16.3164,-7.5275,-4.8216,-4.8757,-5.1054,-5.2589,-5.3493,-5.3722,-5.3285,-5.2264,-5.2014,-5.0243,-4.6336,-4.1221,-3.7696,-3.3944,-2.8661,-2.4128,-2.2453,-2.1207,-2.0532,-2.0355,-2.0502,-2.0840,-2.1118,-2.1037,-1.9892,-1.8534
285,-25.6125,4.3122,11.8567,1.1555,5.6405,13.1435,11.0769,8.5336,1.4847,-9.0121,-6.3353,-2.9076,-1.2044,-0.7609,-0.8664,-1.1439,-1.4896,-2.2715,-2.8745,-3.2646,-3.4845,-3.4388,-3.2570,-3.1643,-3.0312,-2.7379,-2.4252,-2.2803,-2.1394,-2.0189,-1.9406,-1.9184,-1.9301,-1.9360,-1.9188,-1.8225,-1.7024
286,-4.9510,-27.2613,-15.1665,-3.0347,5.7565,13.4794,10.2719,9.9717,5.0567,-2.4118,-3.8684,-1.3277,-0.1702,-0.1398,-0.5065,-0.8467,-1.1316,-1.8497,-2.6790,-3.3936,-3.7900,-3.9315,-3.8649,-3.8208,-3.8338,-3.7772,-3.6554,-3.5704,-3.4739,-3.3748,-3.2895,-3.2136,-3.1190,-2.9846,-2.8395,-2.6716,-2.4844
287,-7.7935,-28.8932,-33.9291,-16.9906,-3.7469,6.2118,4.5300,6.9483,5.6549,1.0828,-0.2760,1.9438,3.2037,3.3795,3.0716,2.6867,2.2890,1.3009,0.1938,-0.8952,-1.7454,-2.3537,-2.7102,-2.9329,-3.0773,-3.1877,-3.2602,-3.2524,-3.2059,-3.1265,-3.0428,-2.9859,-2.9437,-2.8704,-2.7366,-2.5333,-2.3319
288,-22.0591,-45.6122,-49.2473,-25.3013,-16.9614,-10.5295,-1.5225,7.5218,4.9576,-1.1367,-2.4080,0.3537,2.6448,3.5233,3.4878,3.1952,2.9261,2.2121,0.9955,-0.3541,-1.4936,-2.2506,-2.6098,-2.7696,-2.9241,-3.1547,-3.3712,-3.4124,-3.4088,-3.3751,-3.3337,-3.3010,-3.2594,-3.1661,-2.9777,-2.7256,-2.4965
289,-13.7884,-50.8489,-42.5562,-25.9530,-20.0324,-15.7689,-1.6916,7.2491,3.1026,-2.1570,-3.0782,-2.1374,-0.9468,-0.3011,-0.1955,-0.2557,-0.3830,-0.8735,-1.7238,-2.6635,-3.4124,-3.7877,-3.8102,-3.7173,-3.6883,-3.7001,-3.7215,-3.7196,-3.7043,-3.6850,-3.6788,-3.6865,-3.6640,-3.5633,-3.3596,-3.0761,-2.7967
290,9.7977,-9.7025,-34.4094,-26.1421,-19.2941,-18.8493,-0.6651,8.7680,5.2358,-1.5620,-0.6343,1.9639,2.4243,1.8038,0.8640,0.0557,-0.6199,-1.7178,-2.6936,-3.3887,-3.7883,-3.9380,-3.9205,-3.8711,-3.7985,-3.7691,-3.6987,-3.6325,-3.5576,-3.4776,-3.3964,-3.3177,-3.2280,-3.1118,-2.9568,-2.7390,-2.5044
